"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_distinctivedesignvegas.com","FirstLinkDate_distinctivedesignvegas.com","LastLinkDate_distinctivedesignvegas.com"
271,"b2c-digital.com",298,-1,1,3,2718,3070,1935,15/09/2010 00:00,07/08/2013 00:00,"50.87.210.215","50.87.210.0","US","com",9,0,3,07/12/2011 00:00,07/12/2011 00:00
272,"antigualug.org",152,-1,1,3,5117,1463,632,05/07/2010 00:00,15/07/2013 00:00,"58.191.154.18","58.191.154.0","JP","org",14,8,3,21/11/2011 00:00,21/11/2011 00:00
273,"wildhogs.se",130,-1,1,3,23864,2225,1793,15/06/2012 00:00,10/08/2013 00:00,"46.30.211.53","46.30.211.0","DK","se",21,2,3,28/02/2013 00:00,20/07/2013 00:00
274,"businessresourcehq.com",272,-1,1,3,1090,2807,1799,30/04/2008 00:00,11/11/2012 00:00,"208.73.211.152","208.73.211.0","US","com",7,0,3,21/11/2011 00:00,21/11/2011 00:00
275,"drabdulhadi.net",2348,-1,1,3,10787,36528,19830,24/10/2012 00:00,10/08/2013 00:00,"66.96.147.173","66.96.147.0","US","net",30,3,3,16/06/2013 00:00,16/06/2013 00:00
276,"earlybreastdetection.com",231,-1,1,3,1174,137,113,02/11/2011 00:00,28/07/2013 00:00,"74.54.176.18","74.54.176.0","US","com",13,0,3,22/11/2011 00:00,22/11/2011 00:00
277,"local-attorney.com",6879,-1,1,3,183733,86831,38688,24/01/2008 00:00,17/07/2013 00:00,"207.7.94.9","207.7.94.0","US","com",24,5,3,26/11/2011 00:00,27/01/2012 00:00
278,"cfd-forum.de",1947,-1,1,3,22713,184446,56589,20/10/2010 00:00,19/11/2012 00:00,"83.169.34.37","83.169.34.0","DE","de",14,3,3,12/04/2012 00:00,12/04/2012 00:00
279,"kalazy.me",4144,-1,1,3,52359,44911,34860,02/02/2011 00:00,10/08/2013 00:00,"192.210.141.105","192.210.141.0","US","me",32,5,3,01/12/2011 00:00,01/12/2011 00:00
280,"etelescope.net",82,-1,1,3,975,1852,473,27/10/2011 00:00,,"74.220.219.69","74.220.219.0","US","net",8,0,3,01/12/2011 00:00,01/12/2011 00:00
281,"directorymaya.com",1315,-1,1,3,49136,22927,15077,16/05/2011 00:00,10/08/2013 00:00,"68.65.204.180","68.65.204.0","US","com",29,6,3,27/07/2012 00:00,27/07/2012 00:00
282,"kristofsteiner.com",312,-1,1,3,3467,1153,807,31/10/2010 00:00,10/08/2013 00:00,"212.52.166.104","212.52.166.0","HU","com",23,8,3,12/12/2011 00:00,13/07/2012 00:00
283,"frauen-ebooks.de",93,-1,1,3,442,2717,1234,29/04/2010 00:00,13/04/2012 00:00,"195.143.188.164","195.143.188.0","UK","de",8,0,3,14/12/2011 00:00,14/12/2011 00:00
284,"voddlerinvite.com",349,-1,1,3,7813,3138,1381,12/10/2009 00:00,08/08/2013 00:00,"195.74.38.121","195.74.38.0","SE","com",16,5,3,17/11/2011 00:00,17/11/2011 00:00
285,"framebay.com",441,-1,1,3,6515,226746,34878,24/05/2011 00:00,10/08/2013 00:00,"213.186.33.3","213.186.33.0","FR","com",14,2,3,21/12/2011 00:00,21/12/2011 00:00
286,"project365.it",36,-1,1,3,85,63,21,15/06/2012 00:00,03/07/2012 00:00,"46.252.157.14","46.252.157.0","IT","it",7,0,3,15/06/2012 00:00,15/06/2012 00:00
287,"kleem.com.sg",1532,-1,1,3,1553624,67360,52597,30/11/2008 00:00,06/07/2013 00:00,"202.83.109.184","202.83.109.0","SG","sg",13,4,3,22/11/2011 00:00,22/11/2011 00:00
288,"veganinfo.info",212,-1,1,3,1418,3768,3306,20/11/2010 00:00,18/07/2013 00:00,"174.120.195.220","174.120.195.0","US","info",11,1,3,19/06/2012 00:00,19/06/2012 00:00
289,"miketubbs.com",870,-1,1,3,34963,40255,5234,31/07/2011 00:00,22/07/2013 00:00,"82.98.86.175","82.98.86.0","DE","com",14,2,3,05/12/2011 00:00,05/12/2011 00:00
290,"triathlongearshop.com",6,-1,1,3,80,3893,672,14/06/2012 00:00,28/07/2013 00:00,"66.147.242.186","66.147.242.0","US","com",5,0,3,20/06/2012 00:00,20/06/2012 00:00
291,"triathlon-events.com",27,-1,1,3,1900,4635,541,19/06/2012 00:00,01/07/2013 00:00,"199.101.28.20","199.101.28.0","US","com",10,8,3,20/06/2012 00:00,20/06/2012 00:00
292,"ffxiv-fix.com",485,-1,1,3,2166,194,123,05/01/2011 00:00,07/08/2012 00:00,"213.163.82.28","213.163.82.0","NL","com",8,3,3,13/12/2011 00:00,15/06/2012 00:00
293,"medicalmarijuanamississippi.net",114,-1,1,3,1240,6069,5018,27/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",20,0,3,18/05/2013 00:00,31/07/2013 00:00
294,"nerdstickers.net",1123,-1,1,3,38429,66343,19515,30/09/2010 00:00,11/02/2013 00:00,"208.87.34.15","208.87.34.0","BS","net",10,9,3,04/12/2011 00:00,04/12/2011 00:00
295,"joanneshotagua.com",272,-1,1,3,2182,2319,1385,03/01/2010 00:00,07/08/2013 00:00,"162.144.90.118","162.144.90.0","US","com",11,7,3,26/11/2011 00:00,26/11/2011 00:00
296,"oz-design.es",2728,-1,1,3,198695,1721,1267,10/10/2008 00:00,10/08/2013 00:00,"184.154.136.60","184.154.136.0","US","es",31,13,3,24/11/2011 00:00,24/11/2011 00:00
297,"nutrifreak.net",12037,-1,1,3,141417,332289,126158,13/06/2012 00:00,10/08/2013 00:00,"74.220.207.107","74.220.207.0","US","net",39,6,3,22/06/2013 00:00,22/06/2013 00:00
298,"yeugame.net",168,-1,1,3,114452,8443,3791,14/10/2011 00:00,10/08/2013 00:00,"222.255.28.11","222.255.28.0","VN","net",12,2,3,23/11/2011 00:00,23/11/2011 00:00
299,"othercenter.pl",1782,-1,1,3,240214,188714,82257,17/07/2010 00:00,10/08/2013 00:00,"213.239.198.234","213.239.198.0","DE","pl",33,17,3,07/03/2013 00:00,07/03/2013 00:00
300,"video-bookmark.com",26204,14498,1,2,2193712,3016778,360413,15/06/2010 00:00,10/08/2013 00:00,"85.214.37.178","85.214.37.0","DE","com",35,17,2,02/01/2012 00:00,13/02/2012 00:00
301,"fsu.edu",237067,14896,1,2,43601706,4343588,1693491,09/01/2008 00:00,10/08/2013 00:00,"128.186.6.14","128.186.6.0","US","edu",67,77,2,31/01/2012 00:00,31/01/2012 00:00
302,"eu5.org",246768,27169,1,2,25173532,3807558,676101,06/04/2010 00:00,10/08/2013 00:00,"5.9.106.213","5.9.106.0","DE","org",60,35,2,27/11/2011 00:00,27/11/2011 00:00
303,"gaddiposh.com",11336,46682,1,2,272924,1775767,450714,16/01/2008 00:00,10/08/2013 00:00,"209.112.247.174","209.112.247.0","US","com",31,9,2,05/12/2011 00:00,05/12/2011 00:00
304,"4zf.net",1538,48977,1,2,43438,873795,455001,24/09/2009 00:00,10/08/2013 00:00,"95.211.37.115","95.211.37.0","NL","net",29,9,2,25/11/2011 00:00,17/12/2011 00:00
305,"espol.edu.ec",21232,63582,1,2,1194519,1462052,531813,24/01/2008 00:00,10/08/2013 00:00,"192.188.59.33","192.188.59.0","EC","ec",42,49,2,22/11/2011 00:00,22/11/2011 00:00
306,"ylc.edu.tw",86996,82826,1,2,6807667,3523387,1023240,24/01/2008 00:00,09/08/2013 00:00,"163.27.230.31","163.27.230.0","TW","tw",48,24,2,05/01/2012 00:00,01/02/2012 00:00
307,"stedwards.edu",31456,97947,1,2,4187719,285166,159775,25/01/2008 00:00,10/08/2013 00:00,"50.56.124.87","50.56.124.0","US","edu",48,61,2,19/12/2011 00:00,10/01/2012 00:00
308,"raovat.vn",10370,108452,1,2,791382,6743857,815039,24/01/2008 00:00,10/08/2013 00:00,"112.213.84.55","112.213.84.0","VN","vn",35,21,2,23/11/2011 00:00,24/11/2011 00:00
309,"ofcourse.us",2166,128333,1,2,770809,1165009,353210,13/01/2008 00:00,01/08/2013 00:00,"173.248.188.136","173.248.188.0","US","us",22,27,2,11/12/2011 00:00,11/12/2011 00:00
310,"klewer.pl",2423,613944,1,2,88142,16093,12298,03/10/2010 00:00,10/08/2013 00:00,"79.96.43.47","79.96.43.0","PL","pl",38,10,2,24/02/2013 00:00,24/02/2013 00:00
311,"midnightowlvideo.com",2589,671496,1,2,30952,211136,73823,11/01/2008 00:00,10/08/2013 00:00,"209.31.182.57","209.31.182.0","US","com",26,7,2,27/07/2012 00:00,27/07/2012 00:00
312,"portalblogs.com",3291,744153,1,2,227649,258340,49729,06/04/2011 00:00,10/08/2013 00:00,"69.175.84.194","69.175.84.0","US","com",18,2,2,16/10/2012 00:00,16/12/2012 00:00
313,"directoryllc.net",274,831741,1,2,1746,98666,44187,16/11/2009 00:00,10/08/2013 00:00,"108.162.198.51","108.162.198.0","US","net",21,12,2,25/02/2013 00:00,25/02/2013 00:00
314,"wjhsd.net",17826,869284,1,2,237455,54680,35351,02/02/2008 00:00,09/08/2013 00:00,"64.78.79.200","64.78.79.0","US","net",29,14,2,29/04/2013 00:00,29/04/2013 00:00
315,"avlights.com",2748,994805,1,2,972335,93425,53371,05/02/2008 00:00,31/07/2013 00:00,"87.117.200.72","87.117.200.0","UK","com",18,5,2,10/01/2012 00:00,10/01/2012 00:00
316,"pixel-pagoda.com",5687,-1,1,2,173302,120732,40487,16/02/2008 00:00,10/08/2013 00:00,"67.205.59.48","67.205.59.0","US","com",21,12,2,20/12/2011 00:00,15/01/2012 00:00
317,"loanpaydaylender.com",12,-1,1,2,19,3223,1467,14/02/2011 00:00,10/08/2013 00:00,"83.170.69.53","83.170.69.0","UK","com",0,0,2,27/11/2011 00:00,05/12/2011 00:00
318,"newtab.org",114,-1,1,2,6163,804,523,12/10/2011 00:00,07/02/2013 00:00,"173.192.107.191","173.192.107.0","US","org",9,13,2,30/11/2011 00:00,02/02/2012 00:00
319,"lexib.com",382,-1,1,2,17566,9257,6539,15/02/2011 00:00,10/08/2013 00:00,"192.41.14.2","192.41.14.0","US","com",25,6,2,12/12/2011 00:00,24/01/2012 00:00
320,"nafahsv.org",33,-1,1,2,1691,195,36,03/05/2011 00:00,10/08/2013 00:00,"219.94.142.192","219.94.142.0","JP","org",11,17,2,01/12/2011 00:00,22/12/2011 00:00
321,"belletristik-ebooks.de",133,-1,1,2,969,5307,2192,16/05/2010 00:00,21/01/2013 00:00,"195.143.188.164","195.143.188.0","UK","de",9,3,2,02/12/2011 00:00,02/12/2011 00:00
322,"txmusictv.com",581,-1,1,2,13562,9103,6839,15/06/2010 00:00,29/07/2013 00:00,"174.122.150.34","174.122.150.0","US","com",23,15,2,19/11/2011 00:00,19/11/2011 00:00
323,"web3.nl",6313,-1,1,2,406926,340796,118007,14/01/2008 00:00,10/08/2013 00:00,"46.51.195.120","46.51.195.0","IE","nl",38,18,2,26/08/2012 00:00,21/07/2013 00:00
324,"latexcommunity.com",15722,-1,1,2,112665,256430,66919,24/01/2011 00:00,10/08/2013 00:00,"209.200.32.213","209.200.32.0","US","com",23,5,2,02/03/2012 00:00,02/03/2012 00:00
325,"lasvegasbestseo.com",1048,-1,1,2,17913,47,36,30/06/2013 00:00,03/07/2013 00:00,"174.122.114.251","174.122.114.0","US","com",21,7,2,30/06/2012 00:00,26/11/2012 00:00
326,"diktiergeraete-forum.de",5866,-1,1,2,30357,328179,171529,01/02/2010 00:00,26/07/2013 00:00,"85.13.133.58","85.13.133.0","DE","de",36,12,2,29/04/2013 00:00,29/04/2013 00:00
327,"kothapallyarun.com",328,-1,1,2,2940,8535,2717,04/07/2011 00:00,15/07/2013 00:00,"174.120.234.5","174.120.234.0","US","com",13,4,2,25/04/2012 00:00,25/04/2012 00:00
328,"wisconsinrealestategroup.com",46,-1,1,2,175,205,128,08/12/2011 00:00,26/07/2013 00:00,"68.178.232.100","68.178.232.0","US","com",7,0,2,21/12/2011 00:00,21/12/2011 00:00
329,"rkvb.nl",249,-1,1,2,979,9963,3395,16/03/2008 00:00,10/08/2013 00:00,"93.157.136.196","93.157.136.0","NL","nl",15,10,2,24/11/2011 00:00,25/11/2011 00:00
330,"uceas.org",55,-1,1,2,6028,35194,22153,29/06/2008 00:00,12/05/2013 00:00,"72.52.141.102","72.52.141.0","US","org",5,5,2,08/03/2013 00:00,08/03/2013 00:00
331,"make-money-like-a-maverick.com",2092,-1,1,2,147058,154123,56417,10/11/2009 00:00,10/08/2013 00:00,"67.215.66.132","67.215.66.0","US","com",21,5,2,14/02/2012 00:00,14/02/2012 00:00
332,"medicalmarijuanavirginia.net",49,-1,1,2,514,3954,3692,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,2,15/07/2013 00:00,26/07/2013 00:00
333,"marcferris.com",128,-1,1,2,1234,626,393,24/12/2011 00:00,02/01/2013 00:00,"81.88.48.79","81.88.48.0","IT","com",10,1,2,07/07/2012 00:00,22/12/2012 00:00
334,"matureslutszone.com",1563,-1,1,2,33986,6958,5146,12/01/2008 00:00,10/08/2013 00:00,"74.117.176.54","74.117.176.0","US","com",18,3,2,26/06/2012 00:00,26/06/2012 00:00
335,"verticalearth.com",30307,-1,1,2,821458,217331,76387,18/08/2008 00:00,10/08/2013 00:00,"66.193.139.217","66.193.139.0","US","com",52,21,2,31/08/2012 00:00,27/01/2013 00:00
336,"psgqt.org.cn",248,-1,1,2,6215,73356,43763,30/01/2010 00:00,06/08/2013 00:00,"50.118.76.185","50.118.76.0","US","cn",11,19,2,24/11/2011 00:00,24/11/2011 00:00
337,"medicalmarijuanamassachusetts.com",229,-1,1,2,1535,5193,4643,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","com",23,2,2,18/07/2013 00:00,23/07/2013 00:00
338,"migrentedavisi.com",32,-1,1,2,59,2039,1804,28/02/2011 00:00,08/08/2013 00:00,"37.77.3.254","37.77.3.0","TR","com",9,0,2,22/11/2011 00:00,22/11/2011 00:00
339,"cnt.net.pl",974,-1,1,2,22320,412333,16427,29/04/2011 00:00,10/08/2013 00:00,"178.19.106.230","178.19.106.0","PL","pl",19,3,2,22/11/2011 00:00,31/03/2012 00:00
340,"minimusopus.com",128,-1,1,2,578,6644,897,28/05/2008 00:00,01/08/2013 00:00,"46.105.111.116","46.105.111.0","FR","com",11,0,2,01/08/2012 00:00,01/08/2012 00:00
341,"iesa.com.cn",916,-1,1,2,32432,1166103,144071,14/06/2010 00:00,07/02/2013 00:00,"198.105.251.114","198.105.251.0","US","cn",8,4,2,14/12/2011 00:00,14/12/2011 00:00
342,"mlmwebsite.com",59,-1,1,2,119,3957,3554,26/07/2008 00:00,18/07/2013 00:00,"69.50.218.202","69.50.218.0","US","com",6,0,2,02/01/2012 00:00,03/03/2012 00:00
343,"ssl2.pl",40650,-1,1,2,1600100,742764,126616,24/03/2011 00:00,10/08/2013 00:00,"62.212.76.147","62.212.76.0","NL","pl",34,15,2,12/06/2012 00:00,12/06/2012 00:00
344,"aqardaily.com",678,-1,1,2,4102,461554,162498,08/06/2010 00:00,10/08/2013 00:00,"64.74.223.43","64.74.223.0","US","com",15,1,2,14/06/2012 00:00,14/06/2012 00:00
345,"oksalis.lt",4890,-1,1,2,50365,208966,90667,24/01/2008 00:00,10/08/2013 00:00,"92.61.33.227","92.61.33.0","LT","lt",35,18,2,27/02/2012 00:00,05/03/2012 00:00
346,"kanmerkezi.com",1161,-1,1,2,6106,128530,41390,27/01/2009 00:00,10/08/2013 00:00,"68.178.232.56","68.178.232.0","US","com",22,1,2,20/08/2012 00:00,15/07/2013 00:00
347,"change-cit.com",618,-1,1,2,1560,66215,21588,20/05/2011 00:00,10/08/2013 00:00,"216.246.79.49","216.246.79.0","US","com",19,1,2,21/04/2013 00:00,16/07/2013 00:00
348,"georgetteandron.com",413,-1,1,2,2443,1917,1717,13/09/2010 00:00,10/08/2013 00:00,"66.154.108.145","66.154.108.0","CA","com",24,14,2,19/12/2011 00:00,19/12/2011 00:00
349,"henfashion.com",174,-1,1,2,18189,664,445,04/11/2011 00:00,10/08/2013 00:00,"174.121.239.66","174.121.239.0","US","com",14,1,2,29/11/2011 00:00,08/12/2011 00:00
350,"getamajorcreditcard.com",529,-1,1,2,70923,2385,692,11/12/2011 00:00,13/09/2012 00:00,"67.215.66.132","67.215.66.0","US","com",10,5,2,13/06/2012 00:00,19/10/2012 00:00
351,"healthinsuranceplaninfo.com",78,-1,1,2,931,7594,5600,11/01/2009 00:00,07/07/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",8,1,2,28/11/2011 00:00,06/02/2012 00:00
352,"freedommadeez.info",165,-1,1,2,1688,1642,930,25/12/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","info",20,0,2,19/03/2012 00:00,21/03/2012 00:00
353,"thelahore.info",184,-1,1,2,2063,63237,30484,01/11/2010 00:00,04/02/2013 00:00,"74.53.180.236","74.53.180.0","US","info",8,0,2,01/12/2011 00:00,03/12/2011 00:00
354,"ganaware.org",629,-1,1,2,2292,4931,3973,06/07/2008 00:00,10/08/2013 00:00,"173.231.40.131","173.231.40.0","US","org",26,16,2,26/11/2011 00:00,26/11/2011 00:00
355,"gamemaking.info",139,-1,1,2,10659,12190,5505,11/10/2011 00:00,29/01/2013 00:00,"69.43.161.151","69.43.161.0","US","info",15,0,2,09/12/2011 00:00,09/12/2011 00:00
356,"healthanarchy.com",19,-1,1,2,23,1045,477,29/10/2010 00:00,05/08/2013 00:00,"184.168.221.33","184.168.221.0","US","com",6,0,2,29/11/2011 00:00,29/11/2011 00:00
357,"health-insurance-companies-guide.com",25,-1,1,2,59,220,133,16/09/2009 00:00,,"91.121.81.175","91.121.81.0","FR","com",5,1,2,08/12/2011 00:00,08/12/2011 00:00
358,"biglustyboobs.com",366,-1,1,2,3187,79125,53408,02/08/2008 00:00,10/08/2013 00:00,"173.245.60.78","173.245.60.0","US","com",10,2,2,18/12/2011 00:00,14/06/2012 00:00
359,"hachimo.com",1060,-1,1,2,66465,150043,35493,28/09/2009 00:00,10/08/2013 00:00,"216.8.179.25","216.8.179.0","CA","com",15,1,2,07/12/2011 00:00,07/12/2011 00:00
360,"glmstat.com",291,-1,1,2,1324,6420,5585,17/01/2008 00:00,16/12/2012 00:00,"173.247.248.36","173.247.248.0","US","com",8,8,2,25/11/2011 00:00,25/11/2011 00:00
361,"cochrist.org",10616,-1,1,2,126924,23918,8692,24/02/2008 00:00,27/07/2013 00:00,"63.247.82.210","63.247.82.0","US","org",24,15,2,22/08/2012 00:00,05/09/2012 00:00
362,"hotsupermodels.info",472,-1,1,2,1993,110180,22930,10/09/2010 00:00,26/07/2012 00:00,"69.162.86.185","69.162.86.0","US","info",9,4,2,24/11/2011 00:00,24/11/2011 00:00
363,"monrose1.de",1795,-1,1,2,577326,445541,200760,16/01/2008 00:00,29/07/2013 00:00,"174.120.189.7","174.120.189.0","US","de",19,12,2,25/03/2013 00:00,25/03/2013 00:00
364,"directorybright.info",305,-1,1,2,16416,39889,24429,29/09/2010 00:00,01/03/2013 00:00,"184.168.221.24","184.168.221.0","US","info",11,8,2,15/11/2011 00:00,25/11/2011 00:00
365,"mindcircus.in",262,-1,1,2,1861,1992,1341,18/04/2008 00:00,10/08/2013 00:00,"193.189.74.26","193.189.74.0","UK","in",23,2,2,29/04/2013 00:00,29/04/2013 00:00
366,"spielsuche.de",12222,-1,1,2,140422,67604,29361,28/05/2008 00:00,19/04/2013 00:00,"62.80.124.121","62.80.124.0","DE","de",19,5,2,31/01/2012 00:00,31/01/2012 00:00
367,"kackad.kz",10989,-1,1,2,876090,545901,256765,24/01/2008 00:00,10/08/2013 00:00,"195.16.88.147","195.16.88.0","UA","kz",37,9,2,14/02/2012 00:00,14/02/2012 00:00
368,"medicalmarijuanaindiana.org",58,-1,1,2,460,4134,3569,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",17,2,2,13/05/2013 00:00,27/07/2013 00:00
369,"janicechoi.com",75,-1,1,2,1928,1315,595,29/09/2009 00:00,10/08/2013 00:00,"72.18.158.138","72.18.158.0","US","com",11,4,2,19/11/2011 00:00,19/11/2011 00:00
370,"authenticking.com",473,-1,1,2,2923,40063,21987,13/09/2010 00:00,10/08/2013 00:00,"50.116.82.206","50.116.82.0","US","com",18,2,2,14/12/2011 00:00,14/12/2011 00:00
371,"lpcolorado.org",1237,-1,1,2,44427,15086,10629,27/01/2008 00:00,10/08/2013 00:00,"64.78.236.254","64.78.236.0","US","org",19,25,2,22/11/2011 00:00,22/11/2011 00:00
372,"ben10toy.com",208,-1,1,2,1342,39638,22879,24/05/2010 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",18,0,2,28/11/2011 00:00,28/11/2011 00:00
373,"kangasalankansantanssijat.fi",5261,-1,1,2,55755,22254,6341,24/01/2008 00:00,09/06/2013 00:00,"77.240.25.10","77.240.25.0","FI","fi",14,11,2,21/12/2011 00:00,15/03/2012 00:00
374,"xn--kaksitymaata-bjb.fi",48,-1,1,2,427,1252,839,05/11/2010 00:00,06/11/2012 00:00,"217.149.52.7","217.149.52.0","FI","fi",7,1,2,25/04/2012 00:00,25/04/2012 00:00
375,"css3.gr",11540,-1,1,2,203532,23021,7137,26/09/2010 00:00,30/05/2013 00:00,"213.5.181.141","213.5.181.0","UK","gr",22,13,2,27/03/2012 00:00,27/03/2012 00:00
376,"bloggingboutbloggers.com",123,-1,1,2,1216,2292,2138,23/11/2010 00:00,09/08/2013 00:00,"65.254.248.200","65.254.248.0","US","com",11,0,2,05/12/2011 00:00,22/03/2012 00:00
377,"imexpar.com",5595,-1,1,2,32468,83320,35524,24/01/2010 00:00,10/08/2013 00:00,"72.29.86.229","72.29.86.0","US","com",23,2,2,07/03/2013 00:00,07/03/2013 00:00
378,"beerordeath.com",48,-1,1,2,128,239,139,13/10/2010 00:00,12/11/2010 00:00,"173.236.40.162","173.236.40.0","US","com",7,0,2,29/11/2011 00:00,06/04/2012 00:00
379,"ethicalway.it",41,-1,1,2,1169,871,551,16/01/2013 00:00,10/08/2013 00:00,"62.149.140.236","62.149.140.0","IT","it",24,2,2,24/11/2011 00:00,24/11/2011 00:00
380,"bunkbedfurniture.org",104,-1,1,2,543,2629,594,19/10/2010 00:00,20/10/2011 00:00,"70.86.12.226","70.86.12.0","US","org",7,0,2,24/11/2011 00:00,15/12/2011 00:00
381,"phone-cell.co.cc",65,-1,1,2,761,5182,3186,08/04/2009 00:00,16/12/2011 00:00,"209.190.24.3","209.190.24.0","US","cc",5,0,2,23/11/2011 00:00,23/11/2011 00:00
382,"roswellvirusremoval.info",57,-1,1,2,1818,1381,107,03/05/2011 00:00,08/01/2012 00:00,"","","","info",8,0,2,24/11/2011 00:00,27/01/2012 00:00
383,"siewyik.com",136,-1,1,2,2414,901,771,18/05/2012 00:00,10/08/2013 00:00,"69.89.31.173","69.89.31.0","US","com",15,2,2,10/11/2012 00:00,10/11/2012 00:00
384,"buysell99.co.cc",825,-1,1,2,24914,10724,1631,10/04/2011 00:00,22/01/2012 00:00,"174.120.153.5","174.120.153.0","US","cc",7,0,2,05/01/2012 00:00,05/01/2012 00:00
385,"nat8.com",432,-1,1,2,70585,1019,519,08/02/2010 00:00,10/08/2013 00:00,"209.159.145.247","209.159.145.0","US","com",20,7,2,04/03/2013 00:00,04/03/2013 00:00
386,"newsmartech.com",125,-1,1,2,655,761,677,15/12/2011 00:00,,"69.43.161.180","69.43.161.0","US","com",13,6,2,15/12/2011 00:00,15/12/2011 00:00
387,"denveresusu.com",734,-1,1,2,4051,65502,17656,31/07/2012 00:00,22/07/2013 00:00,"74.54.57.146","74.54.57.0","US","com",20,2,2,07/07/2013 00:00,07/07/2013 00:00
388,"shanemesser.com",214,-1,1,2,4813,1102,870,27/03/2011 00:00,08/08/2013 00:00,"69.167.170.84","69.167.170.0","US","com",11,3,2,08/12/2011 00:00,08/12/2011 00:00
389,"e-daralhuda.com",848,-1,1,2,3067,128946,50425,03/11/2011 00:00,10/08/2013 00:00,"173.201.0.128","173.201.0.0","US","com",18,5,2,15/03/2013 00:00,05/07/2013 00:00
390,"matthanson.net",15853,-1,1,2,185306,44094,36939,15/04/2008 00:00,10/08/2013 00:00,"129.121.133.62","129.121.133.0","US","net",40,17,2,08/06/2013 00:00,08/06/2013 00:00
391,"nikol.net.ru",9336,-1,1,2,103125,200981,59793,04/11/2008 00:00,01/08/2013 00:00,"80.93.49.30","80.93.49.0","RU","ru",27,5,2,30/07/2012 00:00,19/07/2013 00:00
392,"bagua.su",872,-1,1,2,3622,23988,7564,08/02/2008 00:00,10/08/2013 00:00,"195.62.63.166","195.62.63.0","RU","su",13,3,2,28/02/2012 00:00,28/02/2012 00:00
393,"prinsessbrollop.se",250,-1,1,2,2015,74095,32806,10/04/2008 00:00,10/08/2013 00:00,"46.30.211.50","46.30.211.0","DK","se",16,0,2,04/06/2013 00:00,04/06/2013 00:00
394,"submitclassifiedsblog.com",1817,-1,1,2,37242,95154,29230,23/09/2011 00:00,08/03/2012 00:00,"72.215.225.9","72.215.225.0","US","com",10,2,2,29/11/2011 00:00,29/11/2011 00:00
395,"chillout101.com",11383,-1,1,2,103695,1031761,125031,26/03/2008 00:00,01/08/2013 00:00,"216.172.174.134","216.172.174.0","US","com",24,10,2,11/05/2012 00:00,11/05/2012 00:00
396,"remontkoles.ru",4229,-1,1,2,43551,86572,36451,17/01/2008 00:00,10/08/2013 00:00,"78.108.80.56","78.108.80.0","RU","ru",37,5,2,23/08/2012 00:00,16/07/2013 00:00
397,"chihuahuazone.com",120,-1,1,2,1294,14060,9285,28/10/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",24,0,2,20/06/2012 00:00,20/06/2012 00:00
398,"diendanxeoto.com",395,-1,1,2,2008,165040,60540,27/10/2010 00:00,10/08/2013 00:00,"112.78.2.33","112.78.2.0","VN","com",24,2,2,14/02/2012 00:00,09/05/2012 00:00
399,"newgsm.com.ua",7704,-1,1,2,61634,52805,12737,29/01/2008 00:00,09/08/2013 00:00,"193.178.145.220","193.178.145.0","UA","ua",22,4,2,31/07/2012 00:00,31/07/2012 00:00
400,"myorganicbabyblog.com",84,-1,1,2,1377,1846,1458,08/12/2011 00:00,10/08/2013 00:00,"173.201.141.1","173.201.141.0","US","com",10,5,2,18/11/2011 00:00,18/11/2011 00:00
401,"emich.be",3017,-1,1,2,389205,6314,4157,24/01/2008 00:00,10/08/2013 00:00,"188.165.227.110","188.165.227.0","FR","be",28,29,2,10/12/2011 00:00,06/07/2012 00:00
402,"khovanhongai.vn",1426,-1,1,2,8764,41215,16622,14/08/2012 00:00,10/08/2013 00:00,"112.78.2.175","112.78.2.0","VN","vn",32,7,2,13/07/2013 00:00,13/07/2013 00:00
403,"3gmodem.vn",4055,-1,1,2,127430,362740,91163,08/09/2010 00:00,07/08/2013 00:00,"203.119.8.111","203.119.8.0","VN","vn",17,6,2,15/05/2012 00:00,15/05/2012 00:00
404,"thegeekparade.com",43,-1,1,2,67,1038,576,23/11/2011 00:00,29/06/2013 00:00,"173.201.216.6","173.201.216.0","US","com",7,0,2,18/11/2011 00:00,18/11/2011 00:00
405,"medicalmarijuanatexas.net",72,-1,1,2,508,4443,3930,24/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",16,2,2,02/04/2013 00:00,10/08/2013 00:00
406,"museumsalama.com",1188,-1,1,2,61744,63968,24716,06/02/2009 00:00,10/08/2013 00:00,"108.163.192.194","108.163.192.0","US","com",24,13,2,13/07/2013 00:00,13/07/2013 00:00
