"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_lorifeldmanattorney.com","FirstLinkDate_lorifeldmanattorney.com","LastLinkDate_lorifeldmanattorney.com"
271,"glmstat.com",291,-1,1,3,1324,6420,5585,17/01/2008 00:00,16/12/2012 00:00,"173.247.248.36","173.247.248.0","US","com",8,8,3,22/11/2011 00:00,25/11/2011 00:00
272,"tripp.org",178,-1,1,3,7456,21438,14780,29/08/2008 00:00,10/08/2013 00:00,"50.78.211.18","50.78.211.0","US","org",16,5,3,29/03/2012 00:00,29/03/2012 00:00
273,"voddlerinvite.com",349,-1,1,3,7813,3138,1381,12/10/2009 00:00,08/08/2013 00:00,"195.74.38.121","195.74.38.0","SE","com",16,5,3,17/11/2011 00:00,17/11/2011 00:00
274,"iphonemv.info",130,-1,1,3,647,10681,4344,11/10/2011 00:00,29/07/2013 00:00,"174.120.16.7","174.120.16.0","US","info",9,2,3,08/12/2011 00:00,08/12/2011 00:00
275,"oz-design.es",2728,-1,1,3,198695,1721,1267,10/10/2008 00:00,10/08/2013 00:00,"184.154.136.60","184.154.136.0","US","es",31,13,3,24/11/2011 00:00,24/11/2011 00:00
276,"migrentedavisi.com",32,-1,1,3,59,2039,1804,28/02/2011 00:00,08/08/2013 00:00,"37.77.3.254","37.77.3.0","TR","com",9,0,3,22/11/2011 00:00,22/11/2011 00:00
277,"anxietyandpanicattacks911.com",8,-1,1,3,53,29616,25437,26/02/2013 00:00,31/07/2013 00:00,"173.198.229.246","173.198.229.0","US","com",0,0,3,14/03/2013 00:00,14/03/2013 00:00
278,"clickbankmarketplacefeed.com",468,-1,1,3,3253,3934,3560,01/11/2011 00:00,10/08/2013 00:00,"74.208.129.60","74.208.129.0","US","com",15,0,3,07/12/2011 00:00,28/12/2012 00:00
279,"cliffynotes.com",480,-1,1,3,11513,441,133,09/10/2008 00:00,02/08/2012 00:00,"67.199.146.25","67.199.146.0","US","com",11,5,3,20/06/2012 00:00,20/06/2012 00:00
280,"articlementor.com",2970,-1,1,3,168328,134697,35500,08/02/2008 00:00,10/08/2013 00:00,"184.168.221.67","184.168.221.0","US","com",32,4,3,21/11/2011 00:00,21/11/2011 00:00
281,"cnt.net.pl",974,-1,1,3,22320,412333,16427,29/04/2011 00:00,10/08/2013 00:00,"178.19.106.230","178.19.106.0","PL","pl",19,3,3,22/11/2011 00:00,31/03/2012 00:00
282,"azurlingua-french-school.co.uk",100,-1,1,3,5978,2826,343,28/04/2011 00:00,10/08/2013 00:00,"95.143.72.9","95.143.72.0","UK","uk",18,16,3,24/11/2011 00:00,24/11/2011 00:00
283,"jpkh.org",8581,-1,1,3,123297,134023,38569,24/01/2008 00:00,10/08/2013 00:00,"85.17.109.62","85.17.109.0","NL","org",43,4,3,01/05/2012 00:00,21/07/2013 00:00
284,"mom-reviewed.com",3038,-1,1,3,30417,155758,31473,16/09/2010 00:00,17/01/2013 00:00,"69.89.31.74","69.89.31.0","US","com",17,1,3,29/11/2011 00:00,29/11/2011 00:00
285,"freedommadeez.info",165,-1,1,3,1688,1642,930,25/12/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","info",20,0,3,19/03/2012 00:00,21/03/2012 00:00
286,"articleways.com",16308,-1,1,3,451244,403866,144878,06/01/2011 00:00,10/08/2013 00:00,"173.248.188.178","173.248.188.0","US","com",29,9,3,22/04/2013 00:00,22/04/2013 00:00
287,"medicalmarijuanatennessee.net",382,-1,1,3,12038,4675,3941,06/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",26,2,3,01/04/2013 00:00,09/08/2013 00:00
288,"articleeffort.com",6383,-1,1,3,121578,102974,22312,17/08/2011 00:00,10/08/2013 00:00,"50.63.202.68","50.63.202.0","US","com",33,10,3,22/11/2011 00:00,22/11/2011 00:00
289,"bluestarsadmissionsconsulting.com",140,-1,1,3,4156,987,845,12/11/2010 00:00,08/08/2013 00:00,"129.121.177.79","129.121.177.0","US","com",12,9,3,05/12/2011 00:00,29/02/2012 00:00
290,"righttosay.com",1882,-1,1,3,28525,16635,12262,16/04/2011 00:00,10/08/2013 00:00,"206.214.218.138","206.214.218.0","US","com",30,2,3,03/03/2013 00:00,21/07/2013 00:00
291,"medicalmarijuanaindiana.org",58,-1,1,3,460,4134,3569,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",17,2,3,04/04/2013 00:00,09/08/2013 00:00
292,"riseupandgo.com",1950,-1,1,3,10844,28018,25128,25/10/2010 00:00,10/08/2013 00:00,"208.113.155.101","208.113.155.0","US","com",27,2,3,12/07/2013 00:00,12/07/2013 00:00
293,"fsu.edu",237067,14896,1,2,43601706,4343588,1693491,09/01/2008 00:00,10/08/2013 00:00,"128.186.6.14","128.186.6.0","US","edu",67,77,2,18/12/2011 00:00,18/12/2011 00:00
294,"buysll.com",1322,23651,1,2,213705,55079,44547,25/07/2012 00:00,10/08/2013 00:00,"208.101.62.195","208.101.62.0","US","com",32,16,2,14/06/2013 00:00,14/06/2013 00:00
295,"kh.edu.tw",114501,24477,1,2,4475964,4531402,1234764,24/01/2008 00:00,10/08/2013 00:00,"163.32.250.6","163.32.250.0","TW","tw",52,39,2,01/02/2012 00:00,01/02/2012 00:00
296,"betterseodirectory.com",1124,28117,1,2,116213,136630,94416,02/05/2011 00:00,10/08/2013 00:00,"66.147.240.185","66.147.240.0","US","com",19,12,2,29/11/2012 00:00,29/11/2012 00:00
297,"pxdaj.com",5516,45006,1,2,189252,102726,35484,23/11/2008 00:00,31/07/2013 00:00,"184.172.180.65","184.172.180.0","US","com",19,13,2,06/12/2011 00:00,06/12/2011 00:00
298,"toateblogurile.ro",9196,71513,1,2,10466797,1215225,448287,27/02/2009 00:00,10/08/2013 00:00,"193.105.28.20","193.105.28.0","RO","ro",49,46,2,23/11/2011 00:00,25/01/2012 00:00
299,"ylc.edu.tw",86996,82826,1,2,6807667,3523387,1023240,24/01/2008 00:00,09/08/2013 00:00,"163.27.230.31","163.27.230.0","TW","tw",48,24,2,05/01/2012 00:00,01/02/2012 00:00
300,"iblog.at",34659,94857,1,2,2063557,697578,310438,01/12/2008 00:00,10/08/2013 00:00,"91.121.161.95","91.121.161.0","FR","at",50,16,2,13/07/2012 00:00,13/07/2012 00:00
301,"ofcourse.us",2166,128333,1,2,770809,1165009,353210,13/01/2008 00:00,01/08/2013 00:00,"173.248.188.136","173.248.188.0","US","us",22,27,2,11/12/2011 00:00,11/12/2011 00:00
302,"rotoinfo.com",8706,156438,1,2,1007251,722323,384971,04/04/2009 00:00,10/08/2013 00:00,"69.65.42.229","69.65.42.0","US","com",60,20,2,06/01/2012 00:00,27/06/2013 00:00
303,"regulararticle.com",746,283684,1,2,82533,91938,19411,24/01/2011 00:00,10/08/2013 00:00,"108.178.3.248","108.178.3.0","US","com",28,8,2,19/12/2011 00:00,19/12/2011 00:00
304,"directorytumble.com",1059,619056,1,2,119777,63637,15315,22/11/2010 00:00,10/08/2013 00:00,"74.220.199.6","74.220.199.0","US","com",13,7,2,03/09/2012 00:00,03/09/2012 00:00
305,"mueveme.info",2194,844667,1,2,95565,94615,67454,31/10/2009 00:00,10/08/2013 00:00,"69.89.31.93","69.89.31.0","US","info",33,12,2,28/11/2011 00:00,28/11/2011 00:00
306,"efx3.com",2801,885774,1,2,36541,82743,52367,06/07/2009 00:00,10/08/2013 00:00,"199.192.203.200","199.192.203.0","US","com",29,14,2,06/12/2011 00:00,30/09/2012 00:00
307,"zalloo.com",355,991449,1,2,13946,24093,12227,26/10/2011 00:00,08/08/2013 00:00,"69.195.138.146","69.195.138.0","US","com",11,9,2,04/01/2012 00:00,07/04/2012 00:00
308,"anakdatuk.com",3643,-1,1,2,47898,36631,30701,11/01/2008 00:00,10/08/2013 00:00,"110.4.45.74","110.4.45.0","MY","com",31,15,2,19/12/2011 00:00,20/08/2012 00:00
309,"strangford.net",0,-1,1,2,0,92110,92110,04/01/2011 00:00,19/07/2013 00:00,"82.98.86.162","82.98.86.0","DE","net",0,0,2,15/12/2011 00:00,15/12/2011 00:00
310,"stranmillis.net",1,-1,1,2,20,103026,103025,13/11/2009 00:00,26/01/2013 00:00,"82.98.86.162","82.98.86.0","DE","net",0,0,2,15/12/2011 00:00,15/12/2011 00:00
311,"tdcshop.com",93,-1,1,2,1046,8042,6110,02/12/2009 00:00,11/02/2012 00:00,"107.20.206.69","107.20.206.0","US","com",7,11,2,17/11/2011 00:00,17/11/2011 00:00
312,"theclearingchannel.com",17,-1,1,2,28,278,125,13/11/2010 00:00,27/07/2013 00:00,"174.120.21.250","174.120.21.0","US","com",8,3,2,27/11/2011 00:00,18/12/2011 00:00
313,"submitberita.com",1448,-1,1,2,81774,53844,14343,13/02/2011 00:00,10/08/2013 00:00,"50.63.202.77","50.63.202.0","US","com",17,1,2,28/11/2011 00:00,28/11/2011 00:00
314,"arab2m.com",4007,-1,1,2,259862,604661,81981,29/03/2010 00:00,08/08/2013 00:00,"184.168.221.96","184.168.221.0","US","com",28,10,2,01/12/2011 00:00,23/12/2011 00:00
315,"svetserverov.sk",194,-1,1,2,5616,4729,2382,02/08/2009 00:00,10/08/2013 00:00,"109.74.144.98","109.74.144.0","SK","sk",18,0,2,24/11/2011 00:00,24/11/2011 00:00
316,"thecenterforpositiveaging.com",134,-1,1,2,782,859,430,18/12/2008 00:00,10/08/2013 00:00,"69.89.31.130","69.89.31.0","US","com",21,11,2,22/11/2011 00:00,29/12/2011 00:00
317,"warrenpoint.net",2,-1,1,2,797,164481,164480,04/01/2011 00:00,19/01/2013 00:00,"82.98.86.169","82.98.86.0","DE","net",0,0,2,17/12/2011 00:00,17/12/2011 00:00
318,"thegeekparade.com",43,-1,1,2,67,1038,576,23/11/2011 00:00,29/06/2013 00:00,"173.201.216.6","173.201.216.0","US","com",7,0,2,18/11/2011 00:00,18/11/2011 00:00
319,"phone-cell.co.cc",65,-1,1,2,761,5182,3186,08/04/2009 00:00,16/12/2011 00:00,"209.190.24.3","209.190.24.0","US","cc",5,0,2,23/11/2011 00:00,23/11/2011 00:00
320,"sibernetik.net",1088,-1,1,2,9894,180622,69732,01/03/2008 00:00,10/08/2013 00:00,"208.109.78.143","208.109.78.0","US","net",26,8,2,30/07/2012 00:00,25/05/2013 00:00
321,"dartry.net",2,-1,1,2,976,91616,91615,28/11/2009 00:00,05/02/2013 00:00,"82.98.86.167","82.98.86.0","DE","net",0,0,2,17/12/2011 00:00,17/12/2011 00:00
322,"4g7.net",163,-1,1,2,40550,158389,81145,19/11/2011 00:00,10/08/2013 00:00,"174.136.13.137","174.136.13.0","US","net",22,10,2,21/12/2011 00:00,09/01/2012 00:00
323,"kalazy.me",4144,-1,1,2,52359,44911,34860,02/02/2011 00:00,10/08/2013 00:00,"192.210.141.105","192.210.141.0","US","me",32,5,2,01/12/2011 00:00,01/12/2011 00:00
324,"drabdulhadi.net",2348,-1,1,2,10787,36528,19830,24/10/2012 00:00,10/08/2013 00:00,"66.96.147.173","66.96.147.0","US","net",30,3,2,16/06/2013 00:00,16/06/2013 00:00
325,"gasta.jp",102,-1,1,2,63342,274121,274120,26/01/2008 00:00,03/09/2012 00:00,"80.92.66.130","80.92.66.0","LU","jp",0,0,2,18/12/2011 00:00,18/12/2011 00:00
326,"thelahore.info",184,-1,1,2,2063,63237,30484,01/11/2010 00:00,04/02/2013 00:00,"74.53.180.236","74.53.180.0","US","info",8,0,2,01/12/2011 00:00,03/12/2011 00:00
327,"etelescope.net",82,-1,1,2,975,1852,473,27/10/2011 00:00,,"74.220.219.69","74.220.219.0","US","net",8,0,2,01/12/2011 00:00,01/12/2011 00:00
328,"emich.be",3017,-1,1,2,389205,6314,4157,24/01/2008 00:00,10/08/2013 00:00,"188.165.227.110","188.165.227.0","FR","be",28,29,2,30/11/2011 00:00,01/02/2012 00:00
329,"justaboutarticles.info",5904,-1,1,2,177337,434886,154473,28/09/2010 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","info",26,6,2,23/11/2011 00:00,23/11/2011 00:00
330,"golfstrim.net",28154,-1,1,2,383926,985025,229404,26/04/2008 00:00,10/08/2013 00:00,"178.162.182.163","178.162.182.0","DE","net",48,9,2,28/03/2013 00:00,28/03/2013 00:00
331,"dollarchurn.info",1480,-1,1,2,39951,42533,6170,02/05/2011 00:00,10/08/2013 00:00,"72.167.183.166","72.167.183.0","US","info",31,4,2,27/11/2011 00:00,27/11/2011 00:00
332,"kinx.bz",296,-1,1,2,5738,11247,832,31/01/2011 00:00,21/01/2013 00:00,"74.54.207.8","74.54.207.0","US","bz",9,1,2,30/11/2011 00:00,20/12/2011 00:00
333,"gravityadventures.ca",13956,-1,1,2,142728,42824,25638,28/01/2008 00:00,10/08/2013 00:00,"98.129.229.146","98.129.229.0","US","ca",27,30,2,13/03/2013 00:00,13/03/2013 00:00
334,"themaninthesea.com",15677,-1,1,2,311645,18916,9839,16/05/2008 00:00,10/08/2013 00:00,"69.194.236.100","69.194.236.0","US","com",25,12,2,20/04/2012 00:00,20/04/2012 00:00
335,"ozonelayer.ca",32916,-1,1,2,1455695,104782,55285,21/02/2008 00:00,03/08/2013 00:00,"69.163.167.81","69.163.167.0","US","ca",20,8,2,14/03/2012 00:00,14/03/2012 00:00
336,"c2l.eu",31178,-1,1,2,1571076,1086222,283975,23/07/2009 00:00,10/08/2013 00:00,"188.121.55.128","188.121.55.0","NL","eu",57,15,2,28/04/2012 00:00,31/07/2012 00:00
337,"kuk-bot.net",10905,-1,1,2,77792,76994,14556,14/07/2008 00:00,10/08/2013 00:00,"74.208.63.155","74.208.63.0","US","net",19,5,2,31/07/2012 00:00,31/07/2012 00:00
338,"matthanson.net",15853,-1,1,2,185306,44094,36939,15/04/2008 00:00,10/08/2013 00:00,"129.121.133.62","129.121.133.0","US","net",40,17,2,10/06/2013 00:00,10/06/2013 00:00
339,"monrose1.de",1795,-1,1,2,577326,445541,200760,16/01/2008 00:00,29/07/2013 00:00,"174.120.189.7","174.120.189.0","US","de",19,12,2,25/03/2013 00:00,25/03/2013 00:00
340,"frauen-ebooks.de",93,-1,1,2,442,2717,1234,29/04/2010 00:00,13/04/2012 00:00,"195.143.188.164","195.143.188.0","UK","de",8,0,2,03/12/2011 00:00,03/12/2011 00:00
341,"belletristik-ebooks.de",133,-1,1,2,969,5307,2192,16/05/2010 00:00,21/01/2013 00:00,"195.143.188.164","195.143.188.0","UK","de",9,3,2,02/12/2011 00:00,02/12/2011 00:00
342,"psgqt.org.cn",248,-1,1,2,6215,73356,43763,30/01/2010 00:00,06/08/2013 00:00,"50.118.76.185","50.118.76.0","US","cn",11,19,2,24/11/2011 00:00,24/11/2011 00:00
343,"medicalmarijuanavirginia.net",49,-1,1,2,514,3954,3692,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,2,02/04/2013 00:00,15/07/2013 00:00
344,"wisconsinrealestategroup.com",46,-1,1,2,175,205,128,08/12/2011 00:00,26/07/2013 00:00,"68.178.232.100","68.178.232.0","US","com",7,0,2,22/11/2011 00:00,21/12/2011 00:00
345,"420forall.com",1945,-1,1,2,59910,83633,67153,10/07/2010 00:00,21/05/2013 00:00,"174.120.116.253","174.120.116.0","US","com",15,2,2,22/11/2011 00:00,22/11/2011 00:00
346,"veomotor.com",6370,-1,1,2,442767,77657,70498,03/02/2009 00:00,31/07/2013 00:00,"174.120.171.156","174.120.171.0","US","com",34,7,2,30/06/2013 00:00,30/06/2013 00:00
347,"rathfarnham.net",0,-1,1,2,0,245836,245835,04/01/2011 00:00,31/07/2013 00:00,"82.98.86.178","82.98.86.0","DE","net",0,0,2,15/12/2011 00:00,15/12/2011 00:00
348,"uceas.com",251,-1,1,2,8890,21752,11142,08/04/2008 00:00,31/07/2013 00:00,"174.120.150.35","174.120.150.0","US","com",11,0,2,27/02/2013 00:00,27/02/2013 00:00
349,"xn--kaksitymaata-bjb.fi",48,-1,1,2,427,1252,839,05/11/2010 00:00,06/11/2012 00:00,"217.149.52.7","217.149.52.0","FI","fi",7,1,2,17/04/2012 00:00,17/04/2012 00:00
350,"robbyramdin.com",450,-1,1,2,10297,9093,6441,17/08/2008 00:00,10/08/2013 00:00,"184.154.165.114","184.154.165.0","US","com",31,11,2,05/12/2011 00:00,05/12/2011 00:00
351,"coalisland.net",11,-1,1,2,15,585417,585417,09/04/2009 00:00,12/02/2013 00:00,"82.98.86.161","82.98.86.0","DE","net",0,0,2,19/12/2011 00:00,19/12/2011 00:00
352,"cougarenvy.com",860,-1,1,2,84045,3977,3766,17/11/2010 00:00,10/08/2013 00:00,"66.172.58.50","66.172.58.0","US","com",19,4,2,22/11/2011 00:00,22/11/2011 00:00
353,"yoyoing.ru",1400,-1,1,2,28882,35428,11178,16/02/2008 00:00,10/08/2013 00:00,"144.76.1.10","144.76.1.0","DE","ru",23,5,2,02/01/2012 00:00,02/01/2012 00:00
354,"publica-articulos.com",2167,-1,1,2,34052,76857,33634,14/09/2010 00:00,10/08/2013 00:00,"23.23.210.22","23.23.210.0","US","com",21,18,2,13/12/2011 00:00,13/12/2011 00:00
355,"mkforums.com",5246,-1,1,2,53218,329774,36426,22/12/2011 00:00,06/07/2012 00:00,"208.91.197.13","208.91.197.0","UK","com",18,4,2,13/06/2012 00:00,13/06/2012 00:00
356,"ssl2.pl",40650,-1,1,2,1600100,742764,126616,24/03/2011 00:00,10/08/2013 00:00,"62.212.76.147","62.212.76.0","NL","pl",34,15,2,12/06/2012 00:00,10/07/2012 00:00
357,"ifishdeals.com",370,-1,1,2,1974,3047,2947,21/06/2012 00:00,10/08/2013 00:00,"205.234.140.231","205.234.140.0","US","com",18,1,2,21/06/2012 00:00,21/06/2012 00:00
358,"myblogvoice.com",32237,-1,1,2,2268632,698153,367088,09/01/2008 00:00,29/04/2013 00:00,"64.74.223.49","64.74.223.0","US","com",27,13,2,27/11/2011 00:00,08/01/2012 00:00
359,"imagebundle.com",380,-1,1,2,2804,13369,6494,21/09/2009 00:00,26/03/2013 00:00,"149.47.173.181","149.47.173.0","US","com",13,11,2,14/01/2012 00:00,14/01/2012 00:00
360,"remontkoles.ru",4229,-1,1,2,43551,86572,36451,17/01/2008 00:00,10/08/2013 00:00,"78.108.80.56","78.108.80.0","RU","ru",37,5,2,23/08/2012 00:00,24/03/2013 00:00
361,"citizenhistorian.com",477,-1,1,2,10220,2844,1516,24/03/2008 00:00,10/08/2013 00:00,"74.220.207.86","74.220.207.0","US","com",26,7,2,22/11/2011 00:00,22/11/2011 00:00
362,"cumshotbestpics.com",1886,-1,1,2,48967,5700,3341,04/02/2008 00:00,10/08/2013 00:00,"208.94.232.213","208.94.232.0","US","com",21,3,2,02/05/2012 00:00,09/05/2012 00:00
363,"antigualug.org",152,-1,1,2,5117,1463,632,05/07/2010 00:00,15/07/2013 00:00,"58.191.154.18","58.191.154.0","JP","org",14,8,2,22/11/2011 00:00,26/11/2011 00:00
364,"bloggingboutbloggers.com",123,-1,1,2,1216,2292,2138,23/11/2010 00:00,09/08/2013 00:00,"65.254.248.200","65.254.248.0","US","com",11,0,2,05/12/2011 00:00,22/03/2012 00:00
365,"myexclusiveblog.com",1005,-1,1,2,27429,162101,50393,14/05/2011 00:00,10/04/2013 00:00,"64.74.223.43","64.74.223.0","US","com",12,1,2,27/05/2012 00:00,22/12/2012 00:00
366,"myorganicbabyblog.com",84,-1,1,2,1377,1846,1458,08/12/2011 00:00,10/08/2013 00:00,"173.201.141.1","173.201.141.0","US","com",10,5,2,18/11/2011 00:00,18/11/2011 00:00
367,"lyricstom.com",415,-1,1,2,19024,6932,3400,06/04/2011 00:00,08/08/2013 00:00,"174.36.14.146","174.36.14.0","US","com",12,0,2,01/12/2011 00:00,01/12/2011 00:00
368,"biglustyboobs.com",366,-1,1,2,3187,79125,53408,02/08/2008 00:00,10/08/2013 00:00,"173.245.60.78","173.245.60.0","US","com",10,2,2,18/12/2011 00:00,14/06/2012 00:00
369,"panamacitycommercialproperties.com",578,-1,1,2,3264,7139,5827,11/02/2010 00:00,28/07/2013 00:00,"174.132.156.188","174.132.156.0","US","com",11,14,2,18/03/2013 00:00,18/03/2013 00:00
370,"pacocostas.com",8803,-1,1,2,585246,80914,46810,13/01/2008 00:00,31/07/2013 00:00,"174.120.171.156","174.120.171.0","US","com",29,15,2,26/12/2011 00:00,26/12/2011 00:00
371,"chix4acause.org",171,-1,1,2,656,422,234,21/02/2008 00:00,07/08/2013 00:00,"184.168.72.238","184.168.72.0","US","org",17,5,2,04/12/2011 00:00,04/12/2011 00:00
372,"jaldisearch.com",134,-1,1,2,1668,81149,55640,15/01/2008 00:00,31/07/2013 00:00,"74.52.59.130","74.52.59.0","US","com",8,2,2,17/12/2011 00:00,07/01/2012 00:00
373,"connecttovision.com",4554,-1,1,2,26340,27353,24445,24/01/2011 00:00,10/08/2013 00:00,"174.132.249.2","174.132.249.0","US","com",28,11,2,16/05/2013 00:00,27/07/2013 00:00
374,"blogtop1000.com",17,-1,1,2,30,253,127,23/06/2009 00:00,20/06/2012 00:00,"37.152.88.24","37.152.88.0","ES","com",0,0,2,18/12/2011 00:00,18/12/2011 00:00
375,"cmaynordesigns247.com",214,-1,1,2,4351,11488,9635,12/11/2010 00:00,10/08/2013 00:00,"108.167.177.82","108.167.177.0","US","com",19,5,2,29/11/2011 00:00,07/12/2011 00:00
376,"lunbawang.org",848,-1,1,2,52725,57289,22026,20/07/2010 00:00,10/08/2013 00:00,"8.5.1.38","8.5.1.0","US","org",13,0,2,11/12/2011 00:00,11/12/2011 00:00
377,"lpcolorado.org",1237,-1,1,2,44427,15086,10629,27/01/2008 00:00,10/08/2013 00:00,"64.78.236.254","64.78.236.0","US","org",19,25,2,22/11/2011 00:00,22/11/2011 00:00
378,"dartry.com",11,-1,1,2,5726,112728,112728,24/10/2009 00:00,08/08/2013 00:00,"82.98.86.167","82.98.86.0","DE","com",0,0,2,02/12/2011 00:00,23/12/2011 00:00
379,"autohometransport.com",2313,-1,1,2,55737,124828,23765,29/09/2010 00:00,15/07/2013 00:00,"69.64.58.240","69.64.58.0","US","com",16,5,2,28/11/2011 00:00,28/11/2011 00:00
380,"make-money-like-a-maverick.com",2092,-1,1,2,147058,154123,56417,10/11/2009 00:00,10/08/2013 00:00,"67.215.66.132","67.215.66.0","US","com",21,5,2,14/02/2012 00:00,14/02/2012 00:00
381,"dngeek.com",103,-1,1,2,3752,812,700,09/06/2008 00:00,01/11/2012 00:00,"72.32.28.75","72.32.28.0","US","com",7,1,2,18/12/2011 00:00,11/11/2012 00:00
382,"siewyik.com",136,-1,1,2,2414,901,771,18/05/2012 00:00,10/08/2013 00:00,"69.89.31.173","69.89.31.0","US","com",15,2,2,10/11/2012 00:00,10/11/2012 00:00
383,"shopfluff.com",376,-1,1,2,6403,6940,5732,27/07/2009 00:00,10/08/2013 00:00,"69.163.248.19","69.163.248.0","US","com",17,1,2,28/11/2011 00:00,28/11/2011 00:00
384,"kleem.com.sg",1532,-1,1,2,1553624,67360,52597,30/11/2008 00:00,06/07/2013 00:00,"202.83.109.184","202.83.109.0","SG","sg",13,4,2,22/11/2011 00:00,22/11/2011 00:00
385,"photoshopsky.org",492,-1,1,2,13184,3621,3136,22/10/2010 00:00,16/03/2012 00:00,"98.131.32.5","98.131.32.0","US","org",10,1,2,03/12/2011 00:00,03/12/2011 00:00
386,"wildsmart.net",1436,-1,1,2,9400,1173476,259400,14/04/2008 00:00,10/08/2013 00:00,"67.215.66.132","67.215.66.0","US","net",30,2,2,26/04/2012 00:00,26/04/2012 00:00
387,"scriptperfect.com",282,-1,1,2,961,1651,1412,21/04/2009 00:00,10/08/2013 00:00,"70.32.83.137","70.32.83.0","US","com",8,8,2,06/12/2011 00:00,06/12/2011 00:00
388,"sayyeahshop.com",64,-1,1,2,355,87,52,21/06/2012 00:00,30/03/2013 00:00,"69.43.161.167","69.43.161.0","US","com",10,1,2,21/06/2012 00:00,21/06/2012 00:00
389,"loanpaydaylender.com",12,-1,1,2,19,3223,1467,14/02/2011 00:00,10/08/2013 00:00,"83.170.69.53","83.170.69.0","UK","com",0,0,2,27/11/2011 00:00,05/12/2011 00:00
390,"herbkit.org",1826,-1,1,2,14861,69899,16434,15/12/2010 00:00,11/02/2013 00:00,"192.154.100.82","192.154.100.0","US","org",12,3,2,25/11/2011 00:00,19/06/2012 00:00
391,"medicalmarijuanawisconsin.org",355,-1,1,2,3361,8711,4318,22/10/2010 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",25,0,2,21/07/2013 00:00,21/07/2013 00:00
392,"articlehandle.com",3798,-1,1,2,92458,111782,22321,15/10/2011 00:00,20/05/2013 00:00,"93.104.210.11","93.104.210.0","DE","com",11,2,2,22/11/2011 00:00,22/11/2011 00:00
393,"rizvanhasan.com",3784,-1,1,2,144927,241899,150102,03/11/2011 00:00,10/08/2013 00:00,"69.175.26.162","69.175.26.0","US","com",27,3,2,26/05/2013 00:00,28/05/2013 00:00
394,"joanneshotagua.com",272,-1,1,2,2182,2319,1385,03/01/2010 00:00,07/08/2013 00:00,"162.144.90.118","162.144.90.0","US","com",11,7,2,26/11/2011 00:00,26/11/2011 00:00
395,"day-diets.com",468,-1,1,2,4225,1549,1329,26/10/2009 00:00,10/08/2013 00:00,"174.121.226.194","174.121.226.0","US","com",25,3,2,05/12/2011 00:00,07/02/2012 00:00
396,"wildhogs.se",130,-1,1,2,23864,2225,1793,15/06/2012 00:00,10/08/2013 00:00,"46.30.211.53","46.30.211.0","DK","se",21,2,2,26/02/2013 00:00,18/07/2013 00:00
397,"skyaoye.com",649,-1,1,2,1249,3041,2561,24/03/2008 00:00,29/03/2013 00:00,"208.98.17.14","208.98.17.0","US","com",7,3,2,12/12/2011 00:00,12/12/2011 00:00
398,"georgetteandron.com",413,-1,1,2,2443,1917,1717,13/09/2010 00:00,10/08/2013 00:00,"66.154.108.145","66.154.108.0","CA","com",24,14,2,19/12/2011 00:00,19/12/2011 00:00
399,"davidbpro.com",58,-1,1,2,261,165,141,27/07/2008 00:00,08/08/2013 00:00,"66.96.132.13","66.96.132.0","US","com",10,0,2,04/12/2011 00:00,25/12/2011 00:00
400,"healthinsuranceplaninfo.com",78,-1,1,2,931,7594,5600,11/01/2009 00:00,07/07/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",8,1,2,28/11/2011 00:00,06/02/2012 00:00
401,"hedwigisnotdead.com",13913,-1,1,2,438117,1025232,146216,10/03/2008 00:00,02/08/2013 00:00,"69.61.37.209","69.61.37.0","US","com",20,4,2,16/05/2012 00:00,16/05/2012 00:00
402,"amazonaws.com",729067,137,1,1,1154694014,158260819,15133490,10/01/2008 00:00,10/08/2013 00:00,"207.171.166.22","207.171.166.0","US","com",75,70,1,11/02/2013 00:00,09/08/2013 00:00
403,"free.fr",1847749,268,1,1,1155555978,45060354,4406114,09/01/2008 00:00,10/08/2013 00:00,"212.27.48.10","212.27.48.0","FR","fr",79,78,1,25/05/2012 00:00,25/05/2012 00:00
404,"abril.com.br",168735,503,1,1,60774506,9201319,2192570,13/01/2008 00:00,10/08/2013 00:00,"69.22.148.139","69.22.148.0","US","br",71,52,1,09/12/2011 00:00,05/06/2012 00:00
405,"yale.edu",491775,5530,1,1,69766001,13619651,1816103,09/01/2008 00:00,10/08/2013 00:00,"130.132.35.53","130.132.35.0","US","edu",74,83,1,07/02/2012 00:00,15/06/2012 00:00
