"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_househuntinginlasvegas.com","FirstLinkDate_househuntinginlasvegas.com","LastLinkDate_househuntinginlasvegas.com"
271,"thegeekparade.com",43,-1,1,3,67,1038,576,23/11/2011 00:00,29/06/2013 00:00,"173.201.216.6","173.201.216.0","US","com",7,0,3,18/11/2011 00:00,18/11/2011 00:00
272,"medicalmarijuanaoklahoma.org",45,-1,1,3,24438,3706,3413,29/05/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",13,0,3,07/08/2012 00:00,11/07/2013 00:00
273,"amicitia-project.net",797,-1,1,3,34856,30844,12837,04/06/2010 00:00,12/01/2013 00:00,"74.53.77.29","74.53.77.0","US","net",10,7,3,15/02/2012 00:00,15/03/2012 00:00
274,"rkvb.nl",249,-1,1,3,979,9963,3395,16/03/2008 00:00,10/08/2013 00:00,"93.157.136.196","93.157.136.0","NL","nl",15,10,3,24/11/2011 00:00,25/11/2011 00:00
275,"kleem.com.sg",1532,-1,1,3,1553624,67360,52597,30/11/2008 00:00,06/07/2013 00:00,"202.83.109.184","202.83.109.0","SG","sg",13,4,3,22/11/2011 00:00,22/11/2011 00:00
276,"islamickorner.net",1669,-1,1,3,49730,567941,174159,01/06/2011 00:00,10/08/2013 00:00,"206.253.167.162","206.253.167.0","US","net",30,9,3,22/03/2012 00:00,06/06/2012 00:00
277,"asu.edu",355312,6950,1,2,76048618,9696501,2393358,09/01/2008 00:00,10/08/2013 00:00,"129.219.10.58","129.219.10.0","US","edu",67,76,2,23/11/2011 00:00,23/11/2011 00:00
278,"myarticle.com",9442,18774,1,2,318936,561402,217111,14/08/2010 00:00,10/08/2013 00:00,"184.154.126.178","184.154.126.0","US","com",28,21,2,27/10/2012 00:00,27/10/2012 00:00
279,"eu5.org",246768,27169,1,2,25173532,3807558,676101,06/04/2010 00:00,10/08/2013 00:00,"5.9.106.213","5.9.106.0","DE","org",60,35,2,27/11/2011 00:00,27/11/2011 00:00
280,"free-link-directory.info",6238,42521,1,2,115579,571319,206211,08/06/2008 00:00,10/08/2013 00:00,"108.162.199.133","108.162.199.0","US","info",30,19,2,24/07/2013 00:00,24/07/2013 00:00
281,"4zf.net",1538,48977,1,2,43438,873795,455001,24/09/2009 00:00,10/08/2013 00:00,"95.211.37.115","95.211.37.0","NL","net",29,9,2,22/05/2012 00:00,22/05/2012 00:00
282,"espol.edu.ec",21232,63582,1,2,1194519,1462052,531813,24/01/2008 00:00,10/08/2013 00:00,"192.188.59.33","192.188.59.0","EC","ec",42,49,2,22/11/2011 00:00,22/11/2011 00:00
283,"umm.ac.id",14891,64874,1,2,425173,1592531,373999,29/01/2008 00:00,10/08/2013 00:00,"202.52.52.3","202.52.52.0","ID","id",35,24,2,22/11/2011 00:00,22/11/2011 00:00
284,"iium.edu.my",7653,81537,1,2,555523,29725248,1222539,26/01/2008 00:00,10/08/2013 00:00,"210.48.222.10","210.48.222.0","MY","my",40,48,2,21/01/2012 00:00,12/05/2012 00:00
285,"ylc.edu.tw",86996,82826,1,2,6807667,3523387,1023240,24/01/2008 00:00,09/08/2013 00:00,"163.27.230.31","163.27.230.0","TW","tw",48,24,2,05/01/2012 00:00,01/02/2012 00:00
286,"stedwards.edu",31456,97947,1,2,4187719,285166,159775,25/01/2008 00:00,10/08/2013 00:00,"50.56.124.87","50.56.124.0","US","edu",48,61,2,21/12/2011 00:00,29/03/2012 00:00
287,"socialnetworksites.ca",5466,109884,1,2,234874,247467,81542,09/04/2011 00:00,10/07/2013 00:00,"74.52.96.71","74.52.96.0","US","ca",20,10,2,31/03/2013 00:00,31/03/2013 00:00
288,"iddaaportali.com",6808,144535,1,2,226805,2385162,757995,10/01/2008 00:00,10/08/2013 00:00,"95.173.189.82","95.173.189.0","TR","com",38,14,2,15/02/2012 00:00,17/03/2012 00:00
289,"ewbnewyork.com",1141,156297,1,2,13141,159040,73304,03/04/2008 00:00,10/08/2013 00:00,"216.18.228.117","216.18.228.0","US","com",18,26,2,07/07/2013 00:00,07/07/2013 00:00
290,"walah-m.com",5396,161193,1,2,381415,2100181,498600,29/01/2010 00:00,10/08/2013 00:00,"63.143.54.234","63.143.54.0","US","com",29,7,2,14/06/2012 00:00,14/06/2012 00:00
291,"gimmewealth.com",830,167988,1,2,33275,130080,104577,21/02/2010 00:00,10/08/2013 00:00,"50.28.5.88","50.28.5.0","US","com",27,13,2,14/03/2013 00:00,14/03/2013 00:00
292,"all-professional.com",2162,212771,1,2,61887,141415,88578,23/10/2009 00:00,10/08/2013 00:00,"108.162.198.85","108.162.198.0","US","com",30,14,2,17/11/2011 00:00,10/12/2011 00:00
293,"biowatchmed.net",4646,290804,1,2,545328,1348114,268775,03/10/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","net",28,16,2,23/12/2011 00:00,23/12/2011 00:00
294,"product-life.com",4996,296890,1,2,141004,330905,77070,08/08/2009 00:00,17/12/2012 00:00,"198.71.90.11","198.71.90.0","US","com",20,8,2,11/05/2012 00:00,11/05/2012 00:00
295,"facerob.com",5266,310771,1,2,82299,480900,117924,06/06/2010 00:00,09/08/2013 00:00,"216.144.249.2","216.144.249.0","US","com",21,10,2,10/11/2011 00:00,10/11/2011 00:00
296,"farlink.info",800,353371,1,2,89446,131915,64397,11/08/2010 00:00,10/08/2013 00:00,"108.162.199.33","108.162.199.0","US","info",25,15,2,10/12/2012 00:00,10/12/2012 00:00
297,"theexperthost.com",3147,512527,1,2,87049,380595,153715,17/10/2008 00:00,10/08/2013 00:00,"198.154.240.154","198.154.240.0","US","com",31,21,2,27/07/2012 00:00,27/07/2012 00:00
298,"energija.ru",11155,695731,1,2,1032459,105973,88948,22/01/2008 00:00,10/08/2013 00:00,"194.186.45.230","194.186.45.0","RU","ru",36,27,2,02/04/2013 00:00,02/04/2013 00:00
299,"boombotix.com",1735,705733,1,2,53768,50184,39992,15/04/2011 00:00,10/08/2013 00:00,"54.243.92.108","54.243.92.0","US","com",37,28,2,04/12/2011 00:00,13/01/2012 00:00
300,"thestatedtruth.com",11307,837392,1,2,225358,75558,53300,02/01/2010 00:00,10/08/2013 00:00,"184.168.58.1","184.168.58.0","US","com",45,5,2,22/04/2012 00:00,22/04/2012 00:00
301,"phanganmedia.com",7794,887396,1,2,121922,291281,66683,14/09/2010 00:00,10/08/2013 00:00,"202.170.122.148","202.170.122.0","TH","com",22,7,2,19/04/2013 00:00,19/04/2013 00:00
302,"nerdstickers.net",1123,-1,1,2,38429,66343,19515,30/09/2010 00:00,11/02/2013 00:00,"208.87.34.15","208.87.34.0","BS","net",10,9,2,04/12/2011 00:00,04/12/2011 00:00
303,"sibernetik.net",1088,-1,1,2,9894,180622,69732,01/03/2008 00:00,10/08/2013 00:00,"208.109.78.143","208.109.78.0","US","net",26,8,2,30/07/2012 00:00,25/05/2013 00:00
304,"tcsnet.com",2755,-1,1,2,23446,409275,121735,10/01/2008 00:00,21/12/2011 00:00,"8.5.1.45","8.5.1.0","US","com",10,6,2,08/11/2011 00:00,08/11/2011 00:00
305,"theclearingchannel.com",17,-1,1,2,28,278,125,13/11/2010 00:00,27/07/2013 00:00,"174.120.21.250","174.120.21.0","US","com",8,3,2,27/11/2011 00:00,18/12/2011 00:00
306,"monrose1.de",1795,-1,1,2,577326,445541,200760,16/01/2008 00:00,29/07/2013 00:00,"174.120.189.7","174.120.189.0","US","de",19,12,2,25/03/2013 00:00,25/03/2013 00:00
307,"ogretiyorum.net",1570,-1,1,2,125353,1642999,537374,25/02/2008 00:00,10/08/2013 00:00,"176.53.44.148","176.53.44.0","TR","net",20,18,2,17/07/2012 00:00,17/07/2012 00:00
308,"medicalmarijuanamassachusetts.net",111,-1,1,2,315,4112,3696,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",19,0,2,02/03/2013 00:00,05/07/2013 00:00
309,"streetroyaltytv.com",906,-1,1,2,5247,37430,30992,13/10/2009 00:00,25/07/2013 00:00,"97.74.144.108","97.74.144.0","US","com",31,4,2,18/11/2011 00:00,18/11/2011 00:00
310,"welovegreatbritain.com",23242,-1,1,2,209973,190912,61827,26/07/2009 00:00,28/07/2013 00:00,"46.30.211.47","46.30.211.0","DK","com",37,4,2,07/08/2012 00:00,07/08/2012 00:00
311,"watchdoctorwhoepisodes.com",341,-1,1,2,12274,244,217,13/12/2009 00:00,17/07/2013 00:00,"199.59.243.109","199.59.243.0","US","com",18,2,2,13/12/2011 00:00,10/05/2012 00:00
312,"secretsofflatabs.com",190,-1,1,2,3570,1735,1198,21/09/2010 00:00,04/08/2013 00:00,"173.236.10.26","173.236.10.0","US","com",11,0,2,21/11/2011 00:00,26/01/2012 00:00
313,"zabavan.fr",84,-1,1,2,174,2615,2538,03/07/2013 00:00,10/08/2013 00:00,"213.186.33.19","213.186.33.0","FR","fr",17,0,2,28/02/2013 00:00,23/07/2013 00:00
314,"voddlerinvite.com",349,-1,1,2,7813,3138,1381,12/10/2009 00:00,08/08/2013 00:00,"195.74.38.121","195.74.38.0","SE","com",16,5,2,18/11/2011 00:00,18/11/2011 00:00
315,"thecenterforpositiveaging.com",134,-1,1,2,782,859,430,18/12/2008 00:00,10/08/2013 00:00,"69.89.31.130","69.89.31.0","US","com",21,11,2,22/11/2011 00:00,29/12/2011 00:00
316,"antigualug.org",152,-1,1,2,5117,1463,632,05/07/2010 00:00,15/07/2013 00:00,"58.191.154.18","58.191.154.0","JP","org",14,8,2,22/11/2011 00:00,26/11/2011 00:00
317,"scriptperfect.com",282,-1,1,2,961,1651,1412,21/04/2009 00:00,10/08/2013 00:00,"70.32.83.137","70.32.83.0","US","com",8,8,2,06/12/2011 00:00,06/12/2011 00:00
318,"shanemesser.com",214,-1,1,2,4813,1102,870,27/03/2011 00:00,08/08/2013 00:00,"69.167.170.84","69.167.170.0","US","com",11,3,2,08/12/2011 00:00,08/12/2011 00:00
319,"righttosay.com",1882,-1,1,2,28525,16635,12262,16/04/2011 00:00,10/08/2013 00:00,"206.214.218.138","206.214.218.0","US","com",30,2,2,03/03/2013 00:00,21/07/2013 00:00
320,"sirmy.net",262,-1,1,2,4655,3371,2140,30/09/2008 00:00,01/08/2013 00:00,"85.25.77.86","85.25.77.0","DE","net",11,3,2,04/12/2011 00:00,04/12/2011 00:00
321,"sanjosecatholicschool83.com",2600,-1,1,2,11660,212899,49162,03/11/2010 00:00,10/08/2013 00:00,"74.220.199.6","74.220.199.0","US","com",14,5,2,30/03/2012 00:00,30/03/2012 00:00
322,"shesnotajanitor.com",2913,-1,1,2,23812,110990,55815,06/08/2008 00:00,10/08/2013 00:00,"208.109.14.78","208.109.14.0","US","com",38,6,2,13/06/2012 00:00,11/07/2012 00:00
323,"shopfluff.com",376,-1,1,2,6403,6940,5732,27/07/2009 00:00,10/08/2013 00:00,"69.163.248.19","69.163.248.0","US","com",17,1,2,28/11/2011 00:00,28/11/2011 00:00
324,"thisisliveinfo.com",565,-1,1,2,10342,25580,10297,12/09/2010 00:00,21/06/2013 00:00,"204.13.160.107","204.13.160.0","US","com",11,3,2,01/05/2012 00:00,01/05/2012 00:00
325,"shzsbbs.com",373,-1,1,2,47964,33991,24771,08/03/2010 00:00,10/08/2013 00:00,"50.62.237.1","50.62.237.0","US","com",18,13,2,18/04/2012 00:00,18/04/2012 00:00
326,"medicalmarijuanalouisiana.net",46,-1,1,2,246,4614,4246,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,2,08/06/2013 00:00,30/07/2013 00:00
327,"luchtop.nl",3930,-1,1,2,33756,52574,15334,31/01/2008 00:00,01/02/2013 00:00,"83.137.194.21","83.137.194.0","NL","nl",10,2,2,13/05/2012 00:00,13/05/2012 00:00
328,"gsm-kanu.de",5756,-1,1,2,58213,27813,10924,23/01/2008 00:00,10/08/2013 00:00,"195.225.107.221","195.225.107.0","DE","de",33,9,2,02/12/2011 00:00,03/02/2012 00:00
329,"skywalkgroup.com",482,-1,1,2,3935,142830,28250,20/12/2008 00:00,10/08/2013 00:00,"97.64.150.65","97.64.150.0","US","com",24,12,2,27/11/2011 00:00,27/11/2011 00:00
330,"thriller-ebooks.de",184,-1,1,2,1528,3734,1888,10/12/2009 00:00,18/01/2013 00:00,"195.143.188.164","195.143.188.0","UK","de",9,1,2,19/11/2011 00:00,19/11/2011 00:00
331,"medicalmarijuanamissouri.net",351,-1,1,2,4751,4558,3804,17/12/2010 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",25,4,2,01/03/2013 00:00,24/07/2013 00:00
332,"zerosheep.com",336,-1,1,2,3821,3479,1896,23/02/2009 00:00,01/07/2013 00:00,"174.120.233.250","174.120.233.0","US","com",10,7,2,02/12/2011 00:00,08/12/2011 00:00
333,"soldbyshawna.com",330,-1,1,2,1667,841,494,31/05/2012 00:00,10/08/2013 00:00,"50.63.202.45","50.63.202.0","US","com",9,3,2,20/07/2012 00:00,20/07/2012 00:00
334,"askedfor.info",843,-1,1,2,10390,376480,159553,10/10/2011 00:00,01/07/2013 00:00,"141.101.116.206","141.101.116.0","EU","info",13,2,2,24/11/2011 00:00,24/11/2011 00:00
335,"sayyeahshop.com",64,-1,1,2,355,87,52,21/06/2012 00:00,30/03/2013 00:00,"69.43.161.167","69.43.161.0","US","com",10,1,2,21/06/2012 00:00,21/06/2012 00:00
336,"robbyramdin.com",450,-1,1,2,10297,9093,6441,17/08/2008 00:00,10/08/2013 00:00,"184.154.165.114","184.154.165.0","US","com",31,11,2,05/12/2011 00:00,05/12/2011 00:00
337,"smallbusinessgrantwriting.com",22,-1,1,2,37,128,75,03/11/2010 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",8,0,2,19/11/2011 00:00,19/11/2011 00:00
338,"travelandleisuretoday.com",371,-1,1,2,2119,47703,10641,04/10/2010 00:00,23/06/2013 00:00,"208.73.211.152","208.73.211.0","US","com",9,0,2,14/12/2011 00:00,14/12/2011 00:00
339,"messiahbaptist-ct.org",1111,-1,1,2,6028,1448,946,16/07/2008 00:00,10/08/2013 00:00,"68.178.232.95","68.178.232.0","US","org",24,3,2,12/07/2012 00:00,26/07/2012 00:00
340,"dollarchurn.info",1480,-1,1,2,39951,42533,6170,02/05/2011 00:00,10/08/2013 00:00,"72.167.183.166","72.167.183.0","US","info",31,4,2,24/11/2011 00:00,24/11/2011 00:00
341,"kalazy.me",4144,-1,1,2,52359,44911,34860,02/02/2011 00:00,10/08/2013 00:00,"192.210.141.105","192.210.141.0","US","me",32,5,2,01/12/2011 00:00,01/12/2011 00:00
342,"globalistgirl.net",613,-1,1,2,7138,43777,23726,17/04/2008 00:00,10/08/2013 00:00,"208.109.181.54","208.109.181.0","US","net",30,4,2,20/04/2013 00:00,20/04/2013 00:00
343,"golfstrim.net",28154,-1,1,2,383926,985025,229404,26/04/2008 00:00,10/08/2013 00:00,"178.162.182.163","178.162.182.0","DE","net",48,9,2,29/04/2012 00:00,29/04/2012 00:00
344,"cathleenwith.com",181,-1,1,2,3231,325,255,14/12/2011 00:00,10/08/2013 00:00,"112.78.124.166","112.78.124.0","JP","com",22,13,2,12/12/2011 00:00,20/06/2012 00:00
345,"cumshotbestpics.com",1886,-1,1,2,48967,5700,3341,04/02/2008 00:00,10/08/2013 00:00,"208.94.232.213","208.94.232.0","US","com",21,3,2,02/05/2012 00:00,02/05/2012 00:00
346,"day-diets.com",468,-1,1,2,4225,1549,1329,26/10/2009 00:00,10/08/2013 00:00,"174.121.226.194","174.121.226.0","US","com",25,3,2,05/12/2011 00:00,26/01/2012 00:00
347,"polawiaczewielorybow.pl",831,-1,1,2,5126,4834,3852,01/10/2010 00:00,15/07/2013 00:00,"89.161.230.92","89.161.230.0","PL","pl",13,6,2,30/04/2012 00:00,30/04/2012 00:00
348,"diesel2veggie.com",176,-1,1,2,1197,12744,6677,12/06/2009 00:00,30/06/2013 00:00,"72.167.232.45","72.167.232.0","US","com",9,1,2,17/12/2011 00:00,23/12/2011 00:00
349,"blogtop1000.com",17,-1,1,2,30,253,127,23/06/2009 00:00,20/06/2012 00:00,"37.152.88.24","37.152.88.0","ES","com",0,0,2,18/12/2011 00:00,18/12/2011 00:00
350,"ethicalway.it",41,-1,1,2,1169,871,551,16/01/2013 00:00,10/08/2013 00:00,"62.149.140.236","62.149.140.0","IT","it",24,2,2,24/11/2011 00:00,24/11/2011 00:00
351,"bunkbedfurniture.org",104,-1,1,2,543,2629,594,19/10/2010 00:00,20/10/2011 00:00,"70.86.12.226","70.86.12.0","US","org",7,0,2,24/11/2011 00:00,15/12/2011 00:00
352,"ehousehunt.com",2319,-1,1,2,592819,50282,25332,27/09/2008 00:00,10/08/2013 00:00,"173.254.28.144","173.254.28.0","US","com",15,4,2,25/02/2011 00:00,21/05/2011 00:00
353,"ezinearticlesplanet.com",1131,-1,1,2,7618,82131,54690,14/11/2008 00:00,31/07/2013 00:00,"174.120.139.35","174.120.139.0","US","com",15,3,2,11/07/2012 00:00,11/07/2012 00:00
354,"fokakmena.com",906,-1,1,2,126198,752772,140315,25/03/2008 00:00,10/08/2013 00:00,"5.39.50.144","5.39.50.0","FR","com",27,19,2,16/12/2011 00:00,04/11/2012 00:00
355,"roswellvirusremoval.info",57,-1,1,2,1818,1381,107,03/05/2011 00:00,08/01/2012 00:00,"","","","info",8,0,2,24/11/2011 00:00,27/01/2012 00:00
356,"gadgetious.com",1420,-1,1,2,19517,1186156,545212,31/07/2008 00:00,28/07/2013 00:00,"82.98.86.173","82.98.86.0","DE","com",13,2,2,20/11/2011 00:00,20/11/2011 00:00
357,"getamajorcreditcard.com",529,-1,1,2,70923,2385,692,11/12/2011 00:00,13/09/2012 00:00,"67.215.66.132","67.215.66.0","US","com",10,5,2,14/06/2012 00:00,19/10/2012 00:00
358,"glmstat.com",291,-1,1,2,1324,6420,5585,17/01/2008 00:00,16/12/2012 00:00,"173.247.248.36","173.247.248.0","US","com",8,8,2,25/11/2011 00:00,25/11/2011 00:00
359,"thelahore.info",184,-1,1,2,2063,63237,30484,01/11/2010 00:00,04/02/2013 00:00,"74.53.180.236","74.53.180.0","US","info",8,0,2,01/12/2011 00:00,03/12/2011 00:00
360,"healthanarchy.com",19,-1,1,2,23,1045,477,29/10/2010 00:00,05/08/2013 00:00,"184.168.221.33","184.168.221.0","US","com",6,0,2,29/11/2011 00:00,29/11/2011 00:00
361,"bloggingboutbloggers.com",123,-1,1,2,1216,2292,2138,23/11/2010 00:00,09/08/2013 00:00,"65.254.248.200","65.254.248.0","US","com",11,0,2,05/12/2011 00:00,22/03/2012 00:00
362,"bestwebhostingtotrust.com",1780,-1,1,2,32173,85427,16684,14/12/2009 00:00,27/05/2012 00:00,"199.101.28.20","199.101.28.0","US","com",9,1,2,23/12/2011 00:00,23/12/2011 00:00
363,"fremdsehen.at",837,-1,1,2,20311,29148,15739,03/07/2010 00:00,10/08/2013 00:00,"37.235.63.171","37.235.63.0","AT","at",25,6,2,22/11/2011 00:00,22/11/2011 00:00
364,"orlandotowing.us",106,-1,1,2,1251,20136,10599,07/11/2010 00:00,04/07/2013 00:00,"173.201.144.1","173.201.144.0","US","us",13,4,2,11/03/2013 00:00,11/03/2013 00:00
365,"chirobevel.be",3293,-1,1,2,16202,188555,55046,28/10/2009 00:00,10/08/2013 00:00,"46.30.211.54","46.30.211.0","DK","be",29,9,2,17/05/2012 00:00,17/05/2012 00:00
366,"cashflowinnercircle.biz",27469,-1,1,2,262365,229349,75178,30/01/2008 00:00,10/08/2013 00:00,"98.129.229.22","98.129.229.0","US","biz",46,9,2,25/07/2012 00:00,25/07/2012 00:00
367,"rybalka.co.ua",12278,-1,1,2,127155,13947,10833,25/01/2009 00:00,10/08/2013 00:00,"193.200.173.8","193.200.173.0","UA","ua",30,11,2,30/01/2012 00:00,30/01/2012 00:00
368,"discountplumbers.net",1819,-1,1,2,38607,162669,42029,12/08/2010 00:00,19/07/2013 00:00,"69.43.161.170","69.43.161.0","US","net",21,3,2,16/11/2011 00:00,05/12/2011 00:00
369,"phone-cell.co.cc",65,-1,1,2,761,5182,3186,08/04/2009 00:00,16/12/2011 00:00,"209.190.24.3","209.190.24.0","US","cc",5,0,2,23/11/2011 00:00,23/11/2011 00:00
370,"bellvue.net",28,-1,1,2,48,269274,269273,10/08/2010 00:00,25/07/2013 00:00,"82.98.86.167","82.98.86.0","DE","net",0,0,2,19/12/2011 00:00,19/12/2011 00:00
371,"biglustyboobs.com",366,-1,1,2,3187,79125,53408,02/08/2008 00:00,10/08/2013 00:00,"173.245.60.78","173.245.60.0","US","com",10,2,2,18/12/2011 00:00,14/06/2012 00:00
372,"psgqt.org.cn",248,-1,1,2,6215,73356,43763,30/01/2010 00:00,06/08/2013 00:00,"50.118.76.185","50.118.76.0","US","cn",11,19,2,24/11/2011 00:00,24/11/2011 00:00
373,"aofbilgi.net",1128,-1,1,2,24131,619321,181126,23/02/2008 00:00,10/08/2013 00:00,"208.91.197.101","208.91.197.0","UK","net",20,6,2,07/05/2012 00:00,07/05/2012 00:00
374,"alarabia-traveltours.com",752,-1,1,2,10577,273961,79865,17/09/2010 00:00,10/08/2013 00:00,"210.5.47.102","210.5.47.0","MY","com",18,2,2,30/05/2012 00:00,30/05/2012 00:00
375,"anythinglah.com",1009,-1,1,2,7923,6735,4908,13/05/2012 00:00,06/08/2013 00:00,"69.43.161.170","69.43.161.0","US","com",28,2,2,20/06/2012 00:00,19/10/2012 00:00
376,"arab2m.com",4007,-1,1,2,259862,604661,81981,29/03/2010 00:00,08/08/2013 00:00,"184.168.221.96","184.168.221.0","US","com",28,10,2,01/12/2011 00:00,23/12/2011 00:00
377,"craftrobo.se",4940,-1,1,2,30923,141230,53242,18/02/2008 00:00,10/08/2013 00:00,"195.47.247.250","195.47.247.0","DK","se",33,4,2,23/05/2013 00:00,26/07/2013 00:00
378,"artharrest.com",1255,-1,1,2,68091,22959,15149,02/08/2010 00:00,10/08/2013 00:00,"74.208.39.141","74.208.39.0","US","com",26,3,2,10/12/2011 00:00,29/09/2012 00:00
379,"beerordeath.com",48,-1,1,2,128,239,139,13/10/2010 00:00,12/11/2010 00:00,"173.236.40.162","173.236.40.0","US","com",7,0,2,29/11/2011 00:00,06/04/2012 00:00
380,"yoyoing.ru",1400,-1,1,2,28882,35428,11178,16/02/2008 00:00,10/08/2013 00:00,"144.76.1.10","144.76.1.0","DE","ru",23,5,2,23/12/2011 00:00,02/01/2012 00:00
381,"4myhometown.com",936,-1,1,2,28979,1947,1866,19/06/2012 00:00,10/08/2013 00:00,"184.168.249.1","184.168.249.0","US","com",21,6,2,19/06/2012 00:00,19/06/2012 00:00
382,"henfashion.com",174,-1,1,2,18189,664,445,04/11/2011 00:00,10/08/2013 00:00,"174.121.239.66","174.121.239.0","US","com",14,1,2,29/11/2011 00:00,08/12/2011 00:00
383,"egitmagazine.com",259,-1,1,2,1136,1747,1175,04/10/2010 00:00,05/06/2013 00:00,"74.220.199.6","74.220.199.0","US","com",12,1,2,04/12/2011 00:00,04/12/2011 00:00
384,"heritagedental.info",36,-1,1,2,801,257,213,28/04/2011 00:00,10/08/2013 00:00,"74.220.219.132","74.220.219.0","US","info",11,2,2,30/07/2013 00:00,30/07/2013 00:00
385,"llh66.com",1,-1,1,2,3,218,209,06/07/2013 00:00,10/08/2013 00:00,"72.55.190.139","72.55.190.0","CA","com",8,3,2,27/03/2013 00:00,07/07/2013 00:00
386,"loanpaydaylender.com",12,-1,1,2,19,3223,1467,14/02/2011 00:00,10/08/2013 00:00,"83.170.69.53","83.170.69.0","UK","com",0,0,2,27/11/2011 00:00,05/12/2011 00:00
387,"medicalmarijuanaidaho.net",139,-1,1,2,1316,4784,4284,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",24,2,2,18/05/2013 00:00,22/07/2013 00:00
388,"lysoviet.com",530,-1,1,2,3637,53099,32365,24/10/2012 00:00,10/08/2013 00:00,"112.78.2.108","112.78.2.0","VN","com",22,4,2,24/06/2013 00:00,24/06/2013 00:00
389,"medicalmarijuanaiowa.org",67,-1,1,2,457,4049,3485,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",16,0,2,26/02/2013 00:00,17/07/2013 00:00
390,"medicalmarijuanaindiana.org",58,-1,1,2,460,4134,3569,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",17,2,2,23/02/2013 00:00,09/08/2013 00:00
391,"ourloveones.org",7,-1,1,2,114,246,187,24/01/2011 00:00,24/01/2011 00:00,"64.74.223.31","64.74.223.0","US","org",0,0,2,04/12/2011 00:00,04/12/2011 00:00
392,"cushendall.net",18,-1,1,2,25,440933,440933,30/06/2009 00:00,10/07/2013 00:00,"82.98.86.167","82.98.86.0","DE","net",0,0,2,17/12/2011 00:00,17/12/2011 00:00
393,"mistisymakeup.com",223,-1,1,2,2664,15906,15099,06/09/2008 00:00,10/08/2013 00:00,"184.170.145.235","184.170.145.0","US","com",21,3,2,30/12/2011 00:00,30/12/2011 00:00
394,"myblogvoice.com",32237,-1,1,2,2268632,698153,367088,09/01/2008 00:00,29/04/2013 00:00,"64.74.223.49","64.74.223.0","US","com",27,13,2,27/11/2011 00:00,08/01/2012 00:00
395,"myorganicbabyblog.com",84,-1,1,2,1377,1846,1458,08/12/2011 00:00,10/08/2013 00:00,"173.201.141.1","173.201.141.0","US","com",10,5,2,18/11/2011 00:00,18/11/2011 00:00
396,"nat8.com",432,-1,1,2,70585,1019,519,08/02/2010 00:00,10/08/2013 00:00,"209.159.145.247","209.159.145.0","US","com",20,7,2,04/03/2013 00:00,04/03/2013 00:00
397,"ganaware.org",629,-1,1,2,2292,4931,3973,06/07/2008 00:00,10/08/2013 00:00,"173.231.40.131","173.231.40.0","US","org",26,16,2,26/11/2011 00:00,26/11/2011 00:00
398,"noticiaporno.com",6557,-1,1,2,166707,122336,41941,19/06/2010 00:00,15/06/2013 00:00,"91.121.86.11","91.121.86.0","FR","com",30,5,2,08/11/2011 00:00,08/11/2011 00:00
399,"om4w.com",607,-1,1,2,4888,21041,13178,26/04/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",21,5,2,26/06/2012 00:00,22/12/2012 00:00
400,"panamacitycommercialproperties.com",578,-1,1,2,3264,7139,5827,11/02/2010 00:00,28/07/2013 00:00,"174.132.156.188","174.132.156.0","US","com",11,14,2,18/03/2013 00:00,18/03/2013 00:00
401,"clipclip.org",28352,-1,1,2,7655307,7503696,1909430,21/01/2008 00:00,18/07/2013 00:00,"46.4.116.72","46.4.116.0","DE","org",36,21,2,08/11/2011 00:00,08/11/2011 00:00
402,"chix4acause.org",171,-1,1,2,656,422,234,21/02/2008 00:00,07/08/2013 00:00,"184.168.72.238","184.168.72.0","US","org",17,5,2,04/12/2011 00:00,04/12/2011 00:00
403,"powinc.com",209,-1,1,2,942,714,339,16/01/2008 00:00,10/08/2013 00:00,"184.106.55.27","184.106.55.0","US","com",21,8,2,06/04/2012 00:00,06/04/2012 00:00
404,"lexib.com",382,-1,1,2,17566,9257,6539,15/02/2011 00:00,10/08/2013 00:00,"192.41.14.2","192.41.14.0","US","com",25,6,2,12/12/2011 00:00,24/01/2012 00:00
405,"medicalmarijuanamississippi.org",63,-1,1,2,518,4119,3715,04/03/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",15,0,2,22/06/2013 00:00,06/08/2013 00:00
