"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_homeairlv.com","FirstLinkDate_homeairlv.com","LastLinkDate_homeairlv.com"
701,"sirietta.com",67,-1,1,2,404,3298,2145,06/12/2011 00:00,10/08/2013 00:00,"97.74.215.143","97.74.215.0","US","com",15,6,2,23/02/2013 00:00,23/02/2013 00:00
702,"morocracing.com",3765,-1,1,2,34835,8294,4009,31/08/2009 00:00,10/08/2013 00:00,"50.63.202.88","50.63.202.0","US","com",24,9,2,02/05/2011 00:00,02/05/2011 00:00
703,"noticias24.com",22484,1231,1,1,1989481,964957,400087,10/01/2008 00:00,10/08/2013 00:00,"173.203.146.195","173.203.146.0","US","com",58,34,1,13/06/2012 00:00,13/06/2012 00:00
704,"plala.or.jp",343318,1730,1,1,68250397,5206167,558388,09/01/2008 00:00,10/08/2013 00:00,"60.43.62.5","60.43.62.0","JP","jp",64,57,1,12/05/2011 00:00,14/05/2011 00:00
705,"yellowbook.com",575895,5240,1,1,99719647,94548067,2052762,09/01/2008 00:00,10/08/2013 00:00,"12.111.223.136","12.111.223.0","US","com",63,62,1,12/01/2012 00:00,13/04/2012 00:00
706,"netfirms.com",786152,5413,1,1,242795396,10472319,2201715,09/01/2008 00:00,10/08/2013 00:00,"65.254.227.16","65.254.227.0","US","com",68,46,1,20/06/2011 00:00,20/06/2011 00:00
707,"yale.edu",491775,5530,1,1,69766001,13619651,1816103,09/01/2008 00:00,10/08/2013 00:00,"130.132.35.53","130.132.35.0","US","edu",74,83,1,07/02/2012 00:00,15/06/2012 00:00
708,"tok2.com",257614,7621,1,1,46612493,5750948,1105649,09/01/2008 00:00,10/08/2013 00:00,"202.147.63.107","202.147.63.0","AU","com",60,48,1,27/04/2011 00:00,27/04/2011 00:00
709,"myarticle.com",9442,18774,1,1,318936,561402,217111,14/08/2010 00:00,10/08/2013 00:00,"184.154.126.178","184.154.126.0","US","com",28,21,1,20/05/2013 00:00,20/05/2013 00:00
710,"linkspurt.com",2787,21876,1,1,28036,89696,70489,10/04/2010 00:00,10/08/2013 00:00,"174.121.1.58","174.121.1.0","US","com",37,25,1,21/05/2013 00:00,21/05/2013 00:00
711,"ncku.edu.tw",154860,25010,1,1,10924774,5360406,1339391,24/01/2008 00:00,10/08/2013 00:00,"140.116.241.51","140.116.241.0","TW","tw",55,48,1,01/06/2011 00:00,01/06/2011 00:00
712,"linkresell.com",1857,27381,1,1,617766,72703,63943,05/12/2011 00:00,10/08/2013 00:00,"67.20.83.144","67.20.83.0","US","com",26,10,1,09/06/2013 00:00,09/06/2013 00:00
713,"rpi.edu",168343,28577,1,1,23791530,3039780,930179,09/01/2008 00:00,10/08/2013 00:00,"128.113.2.68","128.113.2.0","US","edu",64,70,1,25/04/2011 00:00,09/05/2011 00:00
714,"tudelft.nl",125032,30316,1,1,11551023,9545527,1886864,09/01/2008 00:00,10/08/2013 00:00,"131.180.77.102","131.180.77.0","NL","nl",61,70,1,26/05/2011 00:00,14/09/2011 00:00
715,"wirefan.com",18951,35150,1,1,5627956,3628541,1152385,15/01/2008 00:00,10/08/2013 00:00,"74.81.74.210","74.81.74.0","US","com",37,28,1,07/11/2011 00:00,07/11/2011 00:00
716,"submit2dir.info",6487,35767,1,1,4291837,457207,342280,08/05/2008 00:00,10/07/2013 00:00,"205.196.211.22","205.196.211.0","US","info",24,14,1,24/09/2012 00:00,24/09/2012 00:00
717,"uns.ac.id",85529,36435,1,1,8878687,1625479,731784,24/01/2008 00:00,10/08/2013 00:00,"203.6.148.11","203.6.148.0","ID","id",45,32,1,21/11/2011 00:00,22/11/2011 00:00
718,"hiroshima-u.ac.jp",85962,38581,1,1,2060113,9422123,1047986,22/01/2008 00:00,10/08/2013 00:00,"133.41.4.55","133.41.4.0","JP","jp",55,68,1,21/04/2011 00:00,21/04/2011 00:00
719,"nthu.edu.tw",159668,41313,1,1,7711336,5704366,1246585,24/01/2008 00:00,10/08/2013 00:00,"140.114.69.135","140.114.69.0","TW","tw",51,69,1,09/07/2011 00:00,30/10/2012 00:00
720,"pxdaj.com",5516,45006,1,1,189252,102726,35484,23/11/2008 00:00,31/07/2013 00:00,"184.172.180.65","184.172.180.0","US","com",19,13,1,13/12/2011 00:00,13/12/2011 00:00
721,"forum-software.org",107557,53792,1,1,3671355,436686,109754,23/01/2008 00:00,10/08/2013 00:00,"46.105.101.92","46.105.101.0","FR","org",68,44,1,28/07/2012 00:00,28/07/2012 00:00
722,"or.tv",106756,58881,1,1,3484805,3457273,817534,10/01/2008 00:00,10/08/2013 00:00,"210.166.236.149","210.166.236.0","JP","tv",55,43,1,22/05/2011 00:00,22/05/2011 00:00
723,"bolalist.com",6616,73117,1,1,157883,140624,113093,18/01/2009 00:00,10/08/2013 00:00,"173.0.129.54","173.0.129.0","US","com",41,14,1,28/03/2013 00:00,19/05/2013 00:00
724,"iium.edu.my",7653,81537,1,1,555523,29725248,1222539,26/01/2008 00:00,10/08/2013 00:00,"210.48.222.10","210.48.222.0","MY","my",40,48,1,25/09/2012 00:00,21/02/2013 00:00
725,"uis.edu",60226,91802,1,1,11409392,387419,198006,14/01/2008 00:00,10/08/2013 00:00,"192.102.230.95","192.102.230.0","US","edu",52,58,1,30/12/2011 00:00,21/02/2013 00:00
726,"bizvotes.com",11009,96919,1,1,1822521,8645737,237800,10/06/2008 00:00,10/08/2013 00:00,"66.135.49.238","66.135.49.0","US","com",39,36,1,03/10/2012 00:00,03/10/2012 00:00
727,"currenteventsarticles.org",28707,98191,1,1,1268596,407868,190741,21/08/2010 00:00,10/08/2013 00:00,"184.168.239.1","184.168.239.0","US","org",35,11,1,11/12/2011 00:00,11/12/2011 00:00
728,"quu.cc",15961,109807,1,1,838170,613588,200145,21/01/2008 00:00,10/08/2013 00:00,"81.200.64.50","81.200.64.0","UK","cc",35,31,1,21/04/2011 00:00,21/04/2011 00:00
729,"51.net",167183,116211,1,1,10295397,1838348,642012,14/01/2008 00:00,10/08/2013 00:00,"118.144.82.133","118.144.82.0","CN","net",52,56,1,02/08/2011 00:00,12/11/2011 00:00
730,"vdu.lt",45090,141143,1,1,1911552,1170102,248570,25/01/2008 00:00,10/08/2013 00:00,"193.219.38.37","193.219.38.0","LT","lt",47,53,1,16/07/2011 00:00,04/08/2011 00:00
731,"phpnet.us",226973,151599,1,1,81144709,7516057,1626294,09/01/2008 00:00,10/08/2013 00:00,"209.190.85.53","209.190.85.0","US","us",54,31,1,24/07/2011 00:00,14/11/2011 00:00
732,"catn.com",12959,154830,1,1,2658873,207823,82216,26/11/2010 00:00,10/08/2013 00:00,"87.124.84.243","87.124.84.0","UK","com",49,42,1,14/06/2012 00:00,14/06/2012 00:00
733,"almightyzeus.com",22374,155041,1,1,830251,482736,160383,10/01/2008 00:00,10/08/2013 00:00,"216.155.154.153","216.155.154.0","US","com",39,13,1,04/06/2011 00:00,28/02/2012 00:00
734,"tahoedailytribune.com",35791,156313,1,1,5034862,24068843,1763261,10/01/2008 00:00,10/08/2013 00:00,"64.94.90.94","64.94.90.0","US","com",44,47,1,16/06/2013 00:00,16/06/2013 00:00
735,"ndhu.edu.tw",63139,157161,1,1,2495663,980450,373133,24/01/2008 00:00,10/08/2013 00:00,"134.208.11.217","134.208.11.0","TW","tw",45,61,1,02/07/2011 00:00,31/07/2011 00:00
736,"badboysoftware.biz",44055,172540,1,1,701902,606946,151882,17/11/2008 00:00,10/08/2013 00:00,"182.50.148.128","182.50.148.0","SG","biz",44,25,1,16/07/2012 00:00,14/11/2012 00:00
737,"kuronowish.com",62625,187814,1,1,1875135,15310696,1574955,15/01/2008 00:00,10/08/2013 00:00,"202.215.200.39","202.215.200.0","JP","com",43,40,1,30/05/2011 00:00,30/05/2011 00:00
738,"tutorial-index.com",13623,203078,1,1,786494,205955,157741,10/01/2008 00:00,10/08/2013 00:00,"98.129.229.53","98.129.229.0","US","com",47,26,1,21/12/2011 00:00,21/12/2011 00:00
739,"ipv.pt",79915,227094,1,1,16530402,354174,210665,25/01/2008 00:00,10/08/2013 00:00,"193.137.7.225","193.137.7.0","PT","pt",50,33,1,24/03/2012 00:00,24/03/2012 00:00
740,"lovesick.jp",32416,234451,1,1,812815,494183,268526,11/01/2008 00:00,10/08/2013 00:00,"210.157.9.69","210.157.9.0","JP","jp",38,29,1,07/05/2011 00:00,07/05/2011 00:00
741,"freestyle-joomla.com",15220,244619,1,1,483203,46070,30951,08/08/2010 00:00,10/08/2013 00:00,"199.241.30.104","199.241.30.0","US","com",55,30,1,27/05/2011 00:00,14/07/2011 00:00
742,"bedzin.pl",149080,255519,1,1,55875804,12966291,1633549,12/01/2008 00:00,10/08/2013 00:00,"46.29.22.161","46.29.22.0","PL","pl",51,31,1,28/09/2011 00:00,28/09/2011 00:00
743,"aichi-edu.ac.jp",15734,263072,1,1,274242,8869498,396080,24/01/2008 00:00,10/08/2013 00:00,"133.96.104.2","133.96.104.0","JP","jp",41,52,1,20/05/2011 00:00,20/05/2011 00:00
744,"contractors.com",9189,275706,1,1,3573956,5347723,658683,09/01/2008 00:00,10/08/2013 00:00,"173.209.244.76","173.209.244.0","US","com",42,48,1,03/03/2013 00:00,30/07/2013 00:00
745,"referat.com",15545,295294,1,1,557807,158973,121898,12/01/2008 00:00,10/08/2013 00:00,"93.191.12.172","93.191.12.0","RU","com",33,25,1,21/12/2011 00:00,21/12/2011 00:00
746,"123socialbookmarking.com",3592,302942,1,1,141775,560054,80769,17/12/2010 00:00,13/09/2012 00:00,"208.91.197.104","208.91.197.0","UK","com",12,5,1,13/01/2012 00:00,13/01/2012 00:00
747,"andyposner.org",28533,304011,1,1,567502,97836,62244,06/03/2009 00:00,10/08/2013 00:00,"69.89.31.93","69.89.31.0","US","org",47,13,1,16/02/2012 00:00,16/02/2012 00:00
748,"spurs-web.com",13578,326197,1,1,234225,127972,78574,09/08/2009 00:00,10/08/2013 00:00,"142.4.13.56","142.4.13.0","US","com",36,23,1,14/06/2011 00:00,25/07/2011 00:00
749,"activejump.com",8174,339953,1,1,78616,16667,6914,14/01/2008 00:00,10/08/2013 00:00,"65.254.250.102","65.254.250.0","US","com",32,19,1,27/06/2011 00:00,27/06/2011 00:00
750,"il24.net",17816,341480,1,1,249421,15462132,1219034,15/01/2008 00:00,10/08/2013 00:00,"203.141.136.1","203.141.136.0","JP","net",39,38,1,12/05/2011 00:00,05/06/2011 00:00
751,"car-lineup.com",7322,349876,1,1,135754,6067,5627,30/03/2008 00:00,10/08/2013 00:00,"202.218.32.135","202.218.32.0","JP","com",32,19,1,13/05/2011 00:00,13/05/2011 00:00
752,"alumniclassic.com",47458,371680,1,1,611190,248459,161531,14/12/2009 00:00,10/08/2013 00:00,"98.129.229.18","98.129.229.0","US","com",48,20,1,31/07/2013 00:00,31/07/2013 00:00
753,"kepno.pl",133091,380980,1,1,53379008,16797298,1438118,10/01/2008 00:00,10/08/2013 00:00,"193.239.44.106","193.239.44.0","PL","pl",55,31,1,16/08/2011 00:00,16/08/2011 00:00
754,"holahola.pl",2115,386599,1,1,34205,12492,7276,22/01/2008 00:00,10/08/2013 00:00,"89.161.224.95","89.161.224.0","PL","pl",36,17,1,10/07/2012 00:00,10/07/2012 00:00
755,"devilzmu.net",919,416921,1,1,6193,242981,76634,14/09/2009 00:00,08/08/2013 00:00,"186.202.135.98","186.202.135.0","BR","net",16,1,1,17/12/2011 00:00,17/12/2011 00:00
756,"short-articles.net",26215,449270,1,1,811497,215987,68944,05/06/2010 00:00,06/07/2013 00:00,"50.116.96.235","50.116.96.0","US","net",26,16,1,13/12/2011 00:00,13/12/2011 00:00
757,"flueblue.com",1906,497028,1,1,97445,1305329,236497,27/10/2010 00:00,10/08/2013 00:00,"206.225.94.28","206.225.94.0","US","com",24,9,1,10/05/2013 00:00,09/08/2013 00:00
758,"adampur.com",10942,520569,1,1,157181,113369,64281,20/06/2008 00:00,01/08/2013 00:00,"174.120.149.156","174.120.149.0","US","com",16,12,1,02/06/2011 00:00,03/09/2011 00:00
759,"ishschool.com",143,525287,1,1,620,41261,27779,29/03/2011 00:00,10/08/2013 00:00,"66.96.147.106","66.96.147.0","US","com",14,0,1,08/05/2013 00:00,07/07/2013 00:00
760,"perfectuninstaller.com",13825,565576,1,1,163673,230363,142079,28/05/2008 00:00,10/08/2013 00:00,"98.126.17.162","98.126.17.0","US","com",36,11,1,11/05/2011 00:00,08/06/2011 00:00
761,"iplaywinner.com",16744,601286,1,1,731642,97166,68022,11/12/2008 00:00,10/08/2013 00:00,"65.39.205.54","65.39.205.0","US","com",42,18,1,14/06/2011 00:00,23/07/2011 00:00
762,"insurancechoice.co.uk",11276,621021,1,1,385509,32292,12678,19/01/2008 00:00,10/08/2013 00:00,"83.138.168.100","83.138.168.0","UK","uk",37,19,1,23/08/2011 00:00,21/09/2011 00:00
763,"oilpulling.org",1928,631962,1,1,6460,1982,839,26/05/2009 00:00,10/08/2013 00:00,"208.97.177.250","208.97.177.0","US","org",26,28,1,05/05/2011 00:00,05/05/2011 00:00
764,"xz.lt",97417,636064,1,1,14164931,2598425,1036094,25/01/2008 00:00,10/08/2013 00:00,"79.98.25.1","79.98.25.0","LT","lt",41,24,1,26/06/2011 00:00,22/11/2011 00:00
765,"diggtech.com",5228,685684,1,1,363942,1114181,445691,13/12/2008 00:00,14/07/2013 00:00,"216.224.183.11","216.224.183.0","US","com",23,10,1,29/08/2012 00:00,25/05/2013 00:00
766,"encuentrosleadership.org",29650,701503,1,1,478632,36232,21052,04/06/2010 00:00,31/07/2013 00:00,"174.132.165.252","174.132.165.0","US","org",31,11,1,17/12/2011 00:00,17/12/2011 00:00
767,"action182.com",6492,764594,1,1,286169,43994,25797,23/01/2008 00:00,10/08/2013 00:00,"174.37.39.18","174.37.39.0","US","com",33,9,1,10/06/2011 00:00,17/09/2011 00:00
768,"rwdmag.com",17364,803981,1,1,631000,1189433,217710,14/01/2008 00:00,10/08/2013 00:00,"98.142.208.234","98.142.208.0","US","com",41,30,1,18/11/2011 00:00,18/11/2011 00:00
769,"sxsylady.com",4457,856703,1,1,9795131,14219415,869602,23/04/2008 00:00,10/08/2013 00:00,"23.24.133.100","23.24.133.0","US","com",30,7,1,15/07/2011 00:00,15/07/2011 00:00
770,"ncstu.ru",31844,865064,1,1,1406101,2971612,375361,13/01/2008 00:00,10/08/2013 00:00,"195.209.244.53","195.209.244.0","RU","ru",34,40,1,01/03/2013 00:00,01/03/2013 00:00
771,"crimea.ua",249267,896728,1,1,33755221,5883430,1221905,09/01/2008 00:00,10/08/2013 00:00,"212.110.143.139","212.110.143.0","UA","ua",64,46,1,18/07/2011 00:00,18/07/2011 00:00
772,"psk12.com",14792,927622,1,1,624068,10107752,1638650,09/01/2008 00:00,10/08/2013 00:00,"216.245.220.93","216.245.220.0","US","com",41,28,1,28/06/2011 00:00,17/09/2011 00:00
773,"otodidak.info",2189,946700,1,1,81824,65885,39908,26/11/2008 00:00,01/01/2013 00:00,"103.8.78.91","103.8.78.0","ID","info",18,6,1,23/12/2011 00:00,23/12/2011 00:00
774,"trixy.pl",23216,960878,1,1,3716934,1202268,444405,22/03/2010 00:00,10/08/2013 00:00,"94.23.1.181","94.23.1.0","FR","pl",49,17,1,09/10/2012 00:00,09/10/2012 00:00
775,"polustrovo.net",1985,-1,1,1,20146,287452,118640,31/01/2008 00:00,10/08/2013 00:00,"84.204.225.3","84.204.225.0","RU","net",26,15,1,01/08/2012 00:00,01/08/2012 00:00
776,"ngonmieng.net",7430,-1,1,1,54619,7441,3838,13/09/2010 00:00,18/07/2013 00:00,"115.84.178.37","115.84.178.0","VN","net",12,1,1,23/05/2011 00:00,23/05/2011 00:00
777,"1pammpartner.ru",8,-1,1,1,9,13634,12914,28/02/2013 00:00,10/08/2013 00:00,"85.25.153.42","85.25.153.0","DE","ru",0,0,1,02/03/2013 00:00,02/03/2013 00:00
778,"projetosakura.net",1571,-1,1,1,59167,8933,5322,03/09/2008 00:00,10/08/2013 00:00,"187.45.195.134","187.45.195.0","BR","net",21,1,1,21/04/2011 00:00,06/05/2011 00:00
779,"projectsecretariat.net",5556,-1,1,1,25731,28813,6837,05/12/2008 00:00,24/04/2013 00:00,"202.75.56.107","202.75.56.0","MY","net",13,1,1,18/12/2011 00:00,18/12/2011 00:00
780,"prikolz.net",13570,-1,1,1,360229,281704,63904,11/01/2008 00:00,08/08/2013 00:00,"209.15.13.134","209.15.13.0","US","net",21,6,1,17/12/2011 00:00,17/12/2011 00:00
781,"tclans.ru",90382,-1,1,1,6802305,1372534,670018,24/01/2008 00:00,10/08/2013 00:00,"199.101.28.20","199.101.28.0","US","ru",65,21,1,26/12/2011 00:00,26/12/2011 00:00
782,"stroychat.ru",1021,-1,1,1,3536,3900,1610,09/10/2011 00:00,,"81.200.64.50","81.200.64.0","UK","ru",10,0,1,01/06/2011 00:00,14/07/2011 00:00
783,"almavista.ru",12122,-1,1,1,165916,68017,31085,30/10/2008 00:00,10/08/2013 00:00,"78.108.80.67","78.108.80.0","RU","ru",29,5,1,27/07/2012 00:00,27/07/2012 00:00
784,"silenthillsoul.ru",5133,-1,1,1,14543,4040,2515,31/08/2010 00:00,26/07/2013 00:00,"62.109.1.88","62.109.1.0","RU","ru",11,0,1,18/05/2011 00:00,15/06/2011 00:00
785,"thelpn.co.uk",16847,-1,1,1,282678,39330,19523,01/03/2010 00:00,03/05/2011 00:00,"67.215.66.132","67.215.66.0","US","uk",15,0,1,13/07/2011 00:00,28/07/2011 00:00
786,"alpikaservice.ru",6817,-1,1,1,29267,12988,5725,08/10/2009 00:00,08/05/2011 00:00,"81.177.24.20","81.177.24.0","RU","ru",15,16,1,14/06/2011 00:00,13/07/2011 00:00
787,"shmen.ru",5893,-1,1,1,80893,27451,13278,02/03/2010 00:00,27/11/2011 00:00,"199.101.28.20","199.101.28.0","US","ru",10,0,1,21/04/2011 00:00,16/07/2011 00:00
788,"undersideurbex.co.uk",4058,-1,1,1,20885,18573,5614,22/02/2010 00:00,09/08/2013 00:00,"62.146.9.51","62.146.9.0","DE","uk",15,1,1,30/06/2011 00:00,30/06/2011 00:00
789,"amorfatal.ru",4230,-1,1,1,32880,75040,41874,07/10/2009 00:00,12/11/2011 00:00,"38.126.172.2","38.126.172.0","US","ru",15,5,1,22/05/2011 00:00,22/05/2011 00:00
790,"astpress-shkola.ru",3369,-1,1,1,14935,32014,12376,18/01/2008 00:00,08/08/2013 00:00,"194.85.61.78","194.85.61.0","RU","ru",14,13,1,18/05/2011 00:00,14/10/2011 00:00
791,"asur-zp.ru",14746,-1,1,1,125757,46832,22895,02/10/2010 00:00,24/07/2013 00:00,"184.154.24.162","184.154.24.0","US","ru",13,1,1,22/06/2011 00:00,23/07/2011 00:00
792,"uwcs.co.uk",28677,-1,1,1,680689,2227823,664937,09/01/2008 00:00,10/08/2013 00:00,"137.205.210.240","137.205.210.0","UK","uk",35,16,1,29/06/2011 00:00,13/07/2011 00:00
793,"whipsaw.co.uk",15261,-1,1,1,361169,157914,42032,10/09/2008 00:00,06/06/2012 00:00,"208.73.210.204","208.73.210.0","US","uk",18,8,1,04/06/2011 00:00,31/10/2011 00:00
794,"audiq5.ru",18633,-1,1,1,384793,301594,48041,26/03/2009 00:00,10/08/2013 00:00,"188.40.66.74","188.40.66.0","DE","ru",24,6,1,17/06/2011 00:00,13/11/2011 00:00
795,"picnictabledesigns.net",91,-1,1,1,615,6105,4143,19/10/2011 00:00,27/07/2013 00:00,"174.120.201.58","174.120.201.0","US","net",10,0,1,09/02/2012 00:00,09/02/2012 00:00
796,"pflegepaedagogik.net",25387,-1,1,1,753044,90788,56854,23/02/2010 00:00,29/05/2012 00:00,"85.13.140.88","85.13.140.0","DE","net",24,4,1,12/10/2011 00:00,12/10/2011 00:00
797,"g33k.org.uk",5708,-1,1,1,53056,6938,4059,15/09/2009 00:00,10/08/2013 00:00,"173.254.28.44","173.254.28.0","US","uk",16,1,1,04/05/2011 00:00,14/07/2011 00:00
798,"netne.net",290492,-1,1,1,18476661,2363346,278374,24/04/2009 00:00,10/08/2013 00:00,"31.170.164.138","31.170.164.0","UK","net",55,27,1,14/05/2011 00:00,28/05/2011 00:00
799,"medicalmarijuananewhampshire.org",102,-1,1,1,500,4821,4055,01/03/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,02/08/2013 00:00,08/08/2013 00:00
800,"ertu.ru",5143,-1,1,1,19898,27472,10317,15/01/2011 00:00,26/08/2012 00:00,"46.252.196.1","46.252.196.0","NL","ru",10,1,1,04/05/2011 00:00,04/05/2011 00:00
801,"najlepsi.net",8405,-1,1,1,142279,137179,34266,31/01/2008 00:00,08/08/2013 00:00,"46.229.151.194","46.229.151.0","PL","net",19,8,1,26/05/2011 00:00,05/09/2011 00:00
802,"hofung.net",21560,-1,1,1,351651,129722,51052,30/01/2008 00:00,10/08/2013 00:00,"202.59.154.116","202.59.154.0","HK","net",44,15,1,24/07/2012 00:00,24/07/2012 00:00
803,"benthanhgold.vn",16852,-1,1,1,247688,419297,155700,05/02/2010 00:00,10/08/2013 00:00,"221.132.35.44","221.132.35.0","VN","vn",22,6,1,16/07/2011 00:00,27/08/2011 00:00
804,"hashim-markam.net",12585,-1,1,1,127255,28523,16115,24/10/2010 00:00,10/08/2013 00:00,"74.220.199.6","74.220.199.0","US","net",18,1,1,24/07/2011 00:00,24/07/2011 00:00
805,"k-boards.ru",7654,-1,1,1,154382,37594,26257,22/11/2009 00:00,31/08/2011 00:00,"213.189.197.90","213.189.197.0","RU","ru",10,1,1,24/04/2011 00:00,24/04/2011 00:00
806,"poteriashki.ru",1108,-1,1,1,128505,18647,7293,25/07/2009 00:00,10/08/2013 00:00,"90.156.201.21","90.156.201.0","RU","ru",23,13,1,25/04/2011 00:00,25/04/2011 00:00
807,"pivovar-vlg.ru",1829,-1,1,1,9497,3552,2151,20/09/2010 00:00,02/08/2013 00:00,"92.53.96.47","92.53.96.0","RU","ru",17,4,1,10/08/2011 00:00,24/08/2011 00:00
808,"globepartnership.net",11596,-1,1,1,535641,713329,116583,10/09/2010 00:00,10/08/2013 00:00,"141.8.225.38","141.8.225.0","CH","net",31,8,1,02/08/2011 00:00,02/08/2011 00:00
809,"chuongvangvongco.vn",7480,-1,1,1,97367,13188,5415,04/11/2010 00:00,10/08/2013 00:00,"112.213.89.40","112.213.89.0","VN","vn",17,8,1,23/12/2011 00:00,23/12/2011 00:00
810,"ghost-project.net",16155,-1,1,1,308085,78980,21566,06/09/2008 00:00,18/01/2013 00:00,"217.119.54.183","217.119.54.0","DE","net",17,5,1,01/06/2011 00:00,26/09/2011 00:00
811,"luyenthi.edu.vn",1657,-1,1,1,10571,9740,2294,05/12/2008 00:00,10/08/2013 00:00,"50.87.163.217","50.87.163.0","US","vn",13,3,1,16/12/2011 00:00,16/12/2011 00:00
812,"vcam.edu.vn",12935,-1,1,1,90621,91892,17614,10/03/2010 00:00,10/08/2013 00:00,"123.30.182.80","123.30.182.0","VN","vn",21,6,1,14/06/2011 00:00,14/06/2011 00:00
813,"ictc.vn",4848,-1,1,1,30649,9387,4137,28/10/2009 00:00,01/07/2013 00:00,"203.119.8.111","203.119.8.0","VN","vn",10,0,1,01/06/2011 00:00,11/08/2011 00:00
814,"freesignals.net",1743,-1,1,1,15103,200388,60955,08/11/2010 00:00,10/08/2013 00:00,"67.215.77.132","67.215.77.0","US","net",13,2,1,19/12/2012 00:00,19/12/2012 00:00
815,"iminapickle.net",6345,-1,1,1,27724,7973,3554,12/03/2011 00:00,07/08/2013 00:00,"173.254.28.62","173.254.28.0","US","net",15,3,1,02/06/2011 00:00,02/06/2011 00:00
816,"freakmonger.net",8354,-1,1,1,53054,170383,37500,29/07/2010 00:00,05/03/2013 00:00,"31.22.4.27","31.22.4.0","UK","net",20,7,1,19/12/2012 00:00,19/12/2012 00:00
817,"linkme.ru",18235,-1,1,1,166843,1820839,598701,23/01/2008 00:00,08/08/2013 00:00,"82.98.86.167","82.98.86.0","DE","ru",20,5,1,27/11/2011 00:00,27/11/2011 00:00
818,"fiffa.net",29146,-1,1,1,257026,215171,110914,19/02/2008 00:00,10/08/2013 00:00,"208.97.176.59","208.97.176.0","US","net",46,13,1,14/11/2011 00:00,14/11/2011 00:00
819,"feromones.net",6796,-1,1,1,55480,15887,8894,14/02/2011 00:00,10/08/2013 00:00,"91.192.110.221","91.192.110.0","ES","net",19,7,1,08/05/2011 00:00,08/05/2011 00:00
820,"magistry.ru",2698,-1,1,1,15403,155925,70708,05/04/2008 00:00,10/08/2013 00:00,"69.163.200.247","69.163.200.0","US","ru",24,2,1,24/01/2012 00:00,18/12/2012 00:00
821,"medschool.ru",138,-1,1,1,1105,23617,13412,03/08/2010 00:00,29/07/2013 00:00,"78.108.81.20","78.108.81.0","RU","ru",6,0,1,24/07/2011 00:00,07/08/2011 00:00
822,"skyin.vn",5134,-1,1,1,102793,711037,143380,01/04/2009 00:00,09/08/2013 00:00,"203.119.8.111","203.119.8.0","VN","vn",21,1,1,07/08/2012 00:00,07/08/2012 00:00
823,"mobilkos.ru",1920,-1,1,1,10508,45788,20047,18/10/2009 00:00,07/09/2012 00:00,"188.40.160.191","188.40.160.0","DE","ru",10,4,1,13/06/2012 00:00,13/06/2012 00:00
824,"pata.ru",1892,-1,1,1,8306,719,562,02/07/2010 00:00,10/08/2013 00:00,"90.156.201.112","90.156.201.0","RU","ru",29,23,1,27/04/2011 00:00,27/04/2011 00:00
825,"paintplay.ru",3352,-1,1,1,29777,22410,6803,21/10/2010 00:00,10/08/2013 00:00,"178.208.83.7","178.208.83.0","RU","ru",20,3,1,02/08/2011 00:00,11/11/2011 00:00
826,"omire.ru",2407,-1,1,1,9628,139651,60528,16/04/2009 00:00,10/08/2013 00:00,"85.10.211.155","85.10.211.0","DE","ru",28,4,1,26/12/2012 00:00,26/12/2012 00:00
827,"narod-kino.ru",5709,-1,1,1,27672,25919,10199,11/02/2010 00:00,10/08/2013 00:00,"212.192.197.46","212.192.197.0","RU","ru",21,7,1,01/06/2011 00:00,13/10/2011 00:00
828,"ofc-khimki.ru",2952,-1,1,1,27580,23419,17661,09/08/2009 00:00,10/08/2013 00:00,"37.252.2.124","37.252.2.0","DE","ru",28,10,1,17/07/2011 00:00,30/09/2011 00:00
829,"nikol.net.ru",9336,-1,1,1,103125,200981,59793,04/11/2008 00:00,01/08/2013 00:00,"80.93.49.30","80.93.49.0","RU","ru",27,5,1,29/08/2012 00:00,25/05/2013 00:00
830,"shoptinhoc.vn",2621,-1,1,1,8662,258432,42501,14/11/2010 00:00,16/07/2013 00:00,"112.213.89.38","112.213.89.0","VN","vn",12,0,1,01/05/2011 00:00,01/05/2011 00:00
831,"riverain.ru",5700,-1,1,1,21328,6008,2821,22/07/2009 00:00,07/05/2011 00:00,"213.189.197.2","213.189.197.0","RU","ru",10,6,1,29/06/2011 00:00,29/06/2011 00:00
832,"isolservers.net",3563,-1,1,1,23731,63608,50315,15/02/2008 00:00,10/08/2013 00:00,"74.53.90.178","74.53.90.0","US","net",11,9,1,26/05/2011 00:00,26/05/2011 00:00
833,"investplans.ru",7333,-1,1,1,45990,10455,4724,09/10/2009 00:00,29/07/2013 00:00,"178.239.161.51","178.239.161.0","UK","ru",13,11,1,22/05/2011 00:00,15/04/2012 00:00
834,"bestcarsonline.ru",7208,-1,1,1,47448,23166,17366,17/01/2008 00:00,18/03/2013 00:00,"77.234.200.226","77.234.200.0","RU","ru",14,5,1,16/07/2011 00:00,14/08/2011 00:00
